Comment;Target;Label
N_Target seperti kamu yang baru lahir gak jelas;['_lexnst'];Not_Hate
N_Target serah lo;['hatefulduck'];Not_Hate
N_Target seram;['etikaghozali'];Not_Hate
N_Target serem emang perempuan klo siklus wkwk;['pelangi_air_mata'];Not_Hate
N_Target seru nih rela g ngampus demi live stream wkwk;['pratamaputra_6661'];Not_Hate
N_Target setidaknya sudah ada bukti bahwa rakyat kurang mampu yang pas itu di gusur ahok secara paksa itu udah pada sejahtera guru honorer juga pas jaman anies itu sejahtera MOVE ON MASS JAMAN AHOK ITU CUMA OTORITER TAPI GA ADA KERJANYA;['abrahamduta86gma'];Not_Hate
N_Target setuju;['gastian_iel'];Not_Hate
N_Target setuju MANTUL;['ong_geng'];Not_Hate
N_Target setuju bang kita sama sama dari kalimantan;['ong_geng'];Not_Hate
N_Target setuju bos;['arihanvil'];Not_Hate
N_Target setujuhhhhh;['dayak162'];Not_Hate
N_Target setujuhhhhhh;['ism617'];Not_Hate
N_Target setujuuu;['haysia81'];Not_Hate
N_Target setuujjuuu kurang hebat gmna coba pertmbuhan ekonomi Neraca perdagamgan Bumn Semua meroket;['hendrajay8881'];Not_Hate
N_Target si jae di lantik jadi rt;['farrel'];Not_Hate
N_Target siap Mak datang ya;['ema'];Not_Hate
N_Target siap berjuang;['idrus_alidrus'];Not_Hate
N_Target siap cina Komunis akan menjajah Indonesia karena jokowi lebih beduli bangsa cina komunis dari pada bangsa sendiri pemerintah jaman konyol;['arief_pratama2'];Hate
N_Target siap makasih atas sarannnya;['_adiel'];Not_Hate
N_Target siap min;['annasputrakaili'];Not_Hate
N_Target siap tp FPI dulu aja yg bubar biar kamu bs istrhat capek kan FPI segala isu di sebarkan tp hasil ya nol BESAR istrhat dulu yah mksih;['zakysef'];Not_Hate
N_Target siapa bro;['antotok97'];Not_Hate
N_Target siapa yg bilang semua china gitu njir _;['mhmmdsjordy_'];Not_Hate
N_Target siapa yg ngomongin teroris orang lagi ngomongin PKI;['mjamallud1n'];Not_Hate
N_Target siapp min wkwk;['pejuangislam466'];Not_Hate
N_Target siasatnya sudah dilakukan dari sekarang;['kabayanvan'];Not_Hate
N_Target sibuk mobile legend;['harnisrg'];Not_Hate
N_Target sibuk nonton wayang;['pejuangislam466'];Not_Hate
N_Target sieun mereun;['h'];Not_Hate
N_Target siiip;['raysmilakarmila'];Not_Hate
N_Target sijoko;['titiekfachlevi'];Not_Hate
N_Target simak yg dislide ke cewenya ga ngapa ngapain tiba tiba dikatain anj ng ngen t si cewe ga terima terus rekam tuh muka cowok yg ngatain dia;['ridwan0621'];Not_Hate
N_Target sing sabar yo;['usman_linda'];Not_Hate
N_Target sipp;['premantobat073'];Not_Hate
N_Target sirik ya;['yosiasimanungkalit'];Not_Hate
N_Target slogannya kerja kerja kerja tp bumn bangkrut utang nambah;['fendyarmansah'];Not_Hate
N_Target sm FPI ya yg ijinnya sdh habis;['bubles_beauty'];Not_Hate
N_Target smpe dsitu sdh;['pelangi_air_mata'];Not_Hate
N_Target soal hati gabisa boong;['mhmmdrizalp'];Not_Hate
N_Target soalnya mereka biasa pake stuntman Makanya isi kepalanya selalu penuh tuduhan;['si_qianzy'];Not_Hate
N_Target sok action dia min;['heendiisurya'];Not_Hate
N_Target sorry bos sy prabowo;['akkaqinna65'];Not_Hate
N_Target sorry ralat kmren itu tgl dan juga kejadian di surabaya;['_adiel'];Not_Hate
N_Target sory mas tolong bedakan cina komunis dan etnis karna itu beda;['kolektor_rombenx'];Not_Hate
N_Target sotoy lu udah jelas bentukan cebong mulut isi comberan semua begitu kok;['cahyoemiryl_'];Hate
N_Target ssstt;['diahsiswara'];Not_Hate
N_Target ssstttt Bukn rahasia lagi;['cat_and_dogmu'];Not_Hate
N_Target sstttt;['baizawialfarisyi'];Not_Hate
N_Target sszztt jgn kenceng ntr si anu denger kamu ntr keciduk;['claudiafadillah7407'];Not_Hate
N_Target sttttt;['pejuang311'];Not_Hate
N_Target stuju;['kinkinkindawati'];Not_Hate
N_Target stupid people;['puji_sutomoo'];Not_Hate
N_Target sudah;['pusat_pendaftaran_paytren2'];Not_Hate
N_Target sudah dimaafkan;['aliyahzaii'];Not_Hate
N_Target sudah maaf sampai saat ini kami belum tertarik untuk bergabung paytren subhat;['denimentorpaytren'];Not_Hate
N_Target sudah tau harga mati knapa masih berulah itu mulut mpok ada udang nya nggak kira di balik batu yg jelas sakit hati krn kalah;['sitielah5'];Not_Hate
N_Target sultan mah bebas yaahh;['jhondayat1821'];Not_Hate
N_Target sumpah bng Bukn presiden ane Presiden abng x;['ahmad0809_gw'];Not_Hate
N_Target surplus lumayan buat dpnjamkan dana pindahankan msih kurang banyak;['mr'];Not_Hate
N_Target sy ibu;['premantobat073'];Not_Hate
N_Target sy jg kecewa bnget dcurangi eee malah merangkul nya;['dedegpidekso12'];Not_Hate
N_Target sy sdh kirim buktinya lewat DM ya bos;['agustinkharis'];Not_Hate
N_Target sya rasa lebih banyak orang yang TIDAK MENERIMA DAN KECEWA daripada yg menerima dan tidk kecewa;['toto'];Not_Hate
N_Target syaik ya ukhsay sekolam di mn pun berada;['muserref_ozdalli'];Not_Hate
N_Target syukron thy;['ummu_ahmad_yusuf_harun_arasyid'];Not_Hate
N_Target tafadhol;['wijayakusuma436'];Not_Hate
N_Target tah kitu wa bentes ngomong na;['fajar_amrifadila'];Not_Hate
N_Target takada otake mana punya malu;['nabilasyakila04'];Not_Hate
N_Target takbir;['keadilanrakyatindonesia'];Not_Hate
N_Target takbir ALLAHUAKBAR;['nakamura1987_'];Not_Hate
N_Target takut di hutangin apa gmn;['ariy354'];Not_Hate
N_Target takut kalo betindak dia masuk bui lagi bang;['muslimfeldy'];Not_Hate
N_Target takut sama rentenirnya;['nurullchoiriyah'];Not_Hate
N_Target tambah;['ananuryanah67'];Not_Hate
N_Target tambah rieweh negara kita;['alvaro'];Not_Hate
N_Target tambh masalah ini mah;['dzulfikar_1'];Not_Hate
N_Target tangkap akun provokatif ini;['divisihumaspolri'];Not_Hate
N_Target tanya MUI;['zuneefi'];Not_Hate
N_Target tanya MUI MUI yg dibawah kh ma ruf amin Yg menggaungkan islam nusantara Oh jelas tidak;['indra_haeruddin'];Not_Hate
N_Target tanya aja sama yang bersangkutan masalahnya min;['zaldy_muhamad'];Not_Hate
N_Target tanya jokowi saja mbk jangan tanya sherly;['eva'];Not_Hate
N_Target tapi awas beneran mujahidah min jangan yg gado gado;['premantobat073'];Not_Hate
N_Target tapi kenyataan nya mereka tetap ada Dan kita tak bisa buat banyak;['abdi_mbm'];Not_Hate
N_Target tapi kok bisa jd presiden yo;['susanto1305'];Not_Hate
N_Target tapi kok nggk ada yg bantu yah;['mhmdarbaslmn__'];Not_Hate
N_Target tapi yg model begini yg disukai warga kolam seperti waktu itu;['desi'];Not_Hate
N_Target tau nggk waktu ada polisi yg akhirnya buka suara soal arahan menangkan di daerah kita ngalamin sayyyyy hahahah;['emangchincai'];Not_Hate
N_Target tau tuh ada rasa mungkin sama mimin;['yatnaafri'];Not_Hate
N_Target tau tuh bawa kepapua aja;['datan_nasution'];Not_Hate
N_Target tauh ajaa siihh wwkkk;['khanzake99'];Not_Hate
N_Target tdk tau smua utk kt bersyukur;['rauff_alminangi'];Not_Hate
N_Target teman teman sebelahnya nahan tawa takut dosa;['ariesabuhabibie'];Not_Hate
N_Target tenggelam selamanya nyungsep ke laut;['di2k_w'];Not_Hate
N_Target tentara terhebat ayo geh nyemplung k papua;['banser_nasional'];Not_Hate
N_Target terima kasih;['putra_banned'];Not_Hate
N_Target terimakasih bu clear;['bunda'];Not_Hate
N_Target terserah ini mau bikin bank ya terserah orang yang banyak duit lah bebas mau ngapain aja yang penting bukan duit negara dipake;['rahmaronald'];Not_Hate
N_Target terserah sya donk;['novan_apramadana'];Not_Hate
N_Target terus abis berak tai nya lu makan biar ikutan stres nya;['mochanoy'];Not_Hate
N_Target tetap Bangga punya pemimpin kek gitu;['diniyati_1995'];Not_Hate
N_Target thanknyou;['irasafitri53'];Not_Hate
N_Target the best;['ayu_prianti'];Not_Hate
N_Target the next fir aun ya min;['kolam_cebong'];Not_Hate
N_Target tiati di liat orng nya jgn di tag yaa;['randyboysk'];Not_Hate
N_Target tikus got macam ini mantranya di racun aja biar ga nular virusnya;['kadal'];Not_Hate
N_Target tinggal d hutan ya kak;['sujatwika'];Not_Hate
N_Target tinggal formalitas aja negara nya sendiri udah hancur;['medanimedani'];Not_Hate
N_Target tinggi dong bng;['y'];Not_Hate
N_Target tk ngibul;['nanapriya88'];Not_Hate
N_Target tnda nya makin dekat;['helmy_atjehtimoer'];Not_Hate
N_Target togog cap kodok;['kekuatan_45'];Not_Hate
N_Target tolol Picek lu Manaa;['ajibdani'];Not_Hate
N_Target tololnya keliatan banget;['mjamallud1n'];Not_Hate
N_Target tolong budayakan menghargai etnis orang lain karna tidak menghargai sesama manusia itu mutlak sifat komunis;['kolektor_rombenx'];Not_Hate
N_Target tolong di perjelas Itu yg di coblos paslon nomor berapa bro Mohon info yg jelas Dan kalo ada kejadian begini pasti sudah ada pemungutan suara ulang Tolong kasi info yg jelas;['diyan_samijo'];Not_Hate
N_Target tolong di usut di pak;['jokowi'];Not_Hate
N_Target tolong lh musnahkan saja bni togog jgn bwa mereka ke kalimantan;['estu'];Not_Hate
N_Target tolong pak di kaji gubernur papua ini pak mau jadi apa kalo mereka berpikiran begini;['jokowi'];Not_Hate
N_Target tolong tafsirkan ayat ini QS Muhammad N_Target biar jg paham;['gusmiftah', 'mastercorbuzier'];Not_Hate
N_Target tpi dongo;['doohanmayuga'];Not_Hate
N_Target tpi percuma gak ad Jokowow lagi wkwkk;['aulia_wirasaputra'];Not_Hate
N_Target trims jarinya jempol semua;['pelangi_air_mata'];Not_Hate
N_Target trs anda kira postingan ini ga memperkeruh suasana liat tu mata;['ong_geng'];Not_Hate
N_Target trs pilih siapa;['yani'];Not_Hate
N_Target true mereka akan menularkan ke generasi milineal melalui psi;['woles_10'];Not_Hate
N_Target trun ke sby ajh biar tau;['alpasya30'];Not_Hate
N_Target trus ini apa bng;['langit_bumi_soundsystem'];Not_Hate
N_Target trus ngk pernh perkutut eh ketilang gitu;['kolam_cebong'];Not_Hate
N_Target ttp;['devirahardjo733'];Not_Hate
N_Target tu ba a lai;['2019_harapan_baru'];Not_Hate
N_Target tugas pemerintah lah kerja lha wong dibayar rakyat kok Masak urusan negara juga saya yang harus mikirin;['alfinamahadewi11'];Not_Hate
N_Target tuh Bong dengerin;['indonesiabertauhiid'];Not_Hate
N_Target tuh lain kali pake basmallah;['yatnaafri'];Not_Hate
N_Target tuhan bersama jiwa jiwa manusia yang santuy;['bodosan'];Not_Hate
N_Target tujuan pindah utk apa ya;['rismazuroida'];Not_Hate
N_Target tukang bubur apalagi;['__akhwat'];Not_Hate
N_Target tukn lu tetep goblk ini semuakan ulah junjungn lu yg kemren lu agung kan di mk skrng udh begni lu salahin pemerintah seakan pemerintah yg bkin klo ga karna junjungn agung lu ga akan ad masalah kaya gini otak kecil lu walaupun ga bermutu tp msh bisa dipakekan Ada masalah kaya gini bukannya prihatin malah trs dikomporin;['agung_f1s10'];Not_Hate
N_Target tul;['greengrass988'];Not_Hate
N_Target tul sekaleeee;['santipanon_kurma'];Not_Hate
N_Target tunggu jm bng Nanti bs lagi Insyaallah Ane sering kek gitu;['nicoagan'];Not_Hate
N_Target tunggu kbar selanjutnya aku post krn bnyak yg ditangkap bahkan hilang;['joesiregar'];Not_Hate
N_Target tunggu okt;['riasukma21'];Not_Hate
N_Target typo gaes deskripsi ente;['pelangi_air_mata'];Not_Hate
N_Target ubek kampuang se lai sanak d rmh sakik ubek generik yg d agiah nyo t BPJS maha lo pelayan Ndak Lo rancak;['rahayu_maurer16'];Not_Hate
N_Target ucapaan nya yg ga yakin;['agusduriat48588'];Not_Hate
N_Target ud mkn duit ga halal msuk bui Biar tau rasa;['miftakhul_firdaus96'];Not_Hate
N_Target udah bebas cuuuy update dooong setiap sono minta ketemu pasti ada kebaikan bwt jd jgn mau di bodohi;['dedegpidekso12'];Not_Hate
N_Target udah kaya judul film ya;['johnzaky21'];Not_Hate
N_Target udah lama training di japan ya di kota mana aja;['ozusano'];Not_Hate
N_Target udah tala kalo kalah ya kalah aja;['achmadsatria05'];Not_Hate
N_Target udah tau kalah masih aja ga mau nerima;['rahmadhani1717'];Not_Hate
N_Target udahputus urat malu;['octha_octhari'];Not_Hate
N_Target udh baca;['ugoxpratama'];Not_Hate
N_Target udh biasa;['pancarsarana'];Not_Hate
N_Target udh kontolnya kecil muka kek babi makan ajg BANGSAT KAU cina;['ahmad_mulachela'];Not_Hate
N_Target udh liat;['satrio_123456'];Not_Hate
N_Target udh min;['ikemen_tv'];Not_Hate
N_Target udh punya KTP Wkwkwkkw;['umma_kamal'];Not_Hate
N_Target uiiikkk Sttt Betul sih bng;['barzcoituzers'];Not_Hate
N_Target ujung dr jwbn;['naufalrn_'];Not_Hate
N_Target ulama bukan Ustad juga bukan Bisa di bilang dia hanya orang orang biasa aja tuh buat saya;['brotose8'];Not_Hate
N_Target ungkapan RASA JENGKEL HATI KEPADA PRESIDENT YANG GAGAL;['islam_cahayahidupku'];Not_Hate
N_Target untuk demo N_Target harus di bayar rupanya kasian ni seknas Jae keciduk;['cacaa', 'aniesbaswedan'];Not_Hate
N_Target up;['jakfarfadholi'];Not_Hate
N_Target urang cilik lg yg dihimpiiit;['rahayu_maurer16'];Not_Hate
N_Target urat malu dah putussss;['dudi_supriadi212'];Not_Hate
N_Target urat malunya gada yg ada w yg maluuuuu;['nonongxx'];Not_Hate
N_Target urat wis putus tebal muka yg di menangkan KPU Bawaslu dan mk gak takut azab Nya Allah subhanahu wa Ta ala;['my_zaenal'];Not_Hate
N_Target ustadz Banser;['gusmiftah'];Not_Hate
N_Target utk kita bersyukur;['zakysef'];Not_Hate
N_Target vangkeeh mr bean loh;['fanfan8103'];Not_Hate
N_Target viralkan;['dayak162'];Not_Hate
N_Target wa alaikumsalam bng Met ishoma yaa;['kolam_cebong'];Not_Hate
N_Target waaahhhh KEREN BANGET mama Non Saya SUKA Saya SUKA PRABOWO PRABOWO PRABOWO Bergetar hati ini mendengar nama bapak Presidenku diteriakin Rakyat Indonesia maayarakat Bandung mam Hatur Nuhun Sadayana;['ernakai'];Not_Hate
N_Target wadaaaaaw gk bisa gitu;['dayak162'];Not_Hate
N_Target wadoh libya sekarang diserbu antek aseng kafir sipit dah;['smith_fariz'];Not_Hate
N_Target waduu gawat niorang;['pelangi_air_mata'];Not_Hate
N_Target waduuhh kasian kan istrinya;['premantobat073'];Not_Hate
N_Target waduuuh;['randyboysk'];Not_Hate
N_Target waduuuh Jujur amat lu bang;['mohammadmardiono'];Not_Hate
N_Target wajar aja sih masyarakat udah muak sama hukum di Indonesia Yang jelas didepan mata aja ditabrak Lho nyuruh pakai ilmu disodorin ilmunya dibantah maunya apa bong;['munhamir94'];Not_Hate
N_Target wajib di binasakan neo pki komunis dari nkri krn sejarah mereka penghianat bangsa NKRI;['bravenia1204'];Not_Hate
N_Target wakakakak ga usah sok ngomongin iq laah njing;['faiz_nizhamuddin_aslam'];Not_Hate
N_Target wakakakakak loe sok nulis statemen tapi ga bisa pertahanin goblok ternyata;['adhitya2107'];Not_Hate
N_Target wakakakakakakakaka ngakak nungging;['__t0mp3z__'];Not_Hate
N_Target wakil nya sandiaga;['dhyanprabowo'];Not_Hate
N_Target wakilnya prabowo ya;['sang'];Not_Hate
N_Target waktu jaman jadi mentri pendidikan muda bgt ya kalo yg sekarang kliatan makin cerdas heheheh gubernur rasa presiden;['thegiantboy'];Not_Hate
N_Target waktunya istirahat agus cahyono;['pelangi_air_mata'];Not_Hate
N_Target walau gue juga emak tapi beda lah Gue gak kayak emak sebelah tuuhh yg masuk manis manja grup;['samsuarofficial'];Not_Hate
N_Target wan abud kerjaan melancong trus ke luar negri Nol prestasi wkwkwkwkwkwkw wan abud wan abud wkw;['ikhwalmaulana57'];Not_Hate
N_Target waras;['butikartz'];Not_Hate
N_Target warga negara nguyen bebas om presiden berhutang banyak dengan negara mereka dan mereka tau negara bakal ga sanggup bayar jadi mereka semena;['yusuffirdaoes'];Not_Hate
N_Target wayangmah tinggal nunggu dalang memainkannya;['ummu_ahmad_yusuf_harun_arasyid'];Not_Hate
N_Target wc;['___'];Not_Hate
N_Target wess;['rasyidsz'];Not_Hate
N_Target wkwk;['shantymawardi97'];Not_Hate
N_Target wkwk jngan lupakan cctv yg dipasang pak ahok yg bisa bantu polisi nangkep pelaku rusuh kemarin trus jalan yg dibangun dengan apbd trus RPTA itu masalah bis kan yg ditolak karna masalah keamanan gak sesuai standar wan abud apa sih cumak pintar bacot doang tapi sayangnya dya hebat karna sudah menjadi gubernur dibanding gue yg cumak rakyat biasa;['warkopnusakambangan'];Not_Hate
N_Target wkwk parah itu haha;['annathea1708'];Not_Hate
N_Target wkwkekek Berarti cahaya baik banget ya sering shodaqoh sama polisi;['pelangi_air_mata'];Not_Hate
N_Target wkwkkw dicoba ya;['_assistant'];Not_Hate
N_Target wkwkkwkw;['shellynurulmarfita'];Not_Hate
N_Target wkwkw;['ngiwonengen_'];Not_Hate
N_Target wkwkw basoka itu;['hidayani1307'];Not_Hate
N_Target wkwkw ngga tau;['rin2988'];Not_Hate
N_Target wkwkwk;['chanozzz'];Not_Hate
N_Target wkwkwk Betul betul berul;['dimitria1130'];Not_Hate
