Comment;Target;Label
Dan yang turun adalah harga aset negara semua dijual obral ke cina;['None'];Hate
Dangkal;['None'];Not_Hate
Darahnya halal Perusak generasi;['None'];Hate
Dari awal aku dah gak suka sama kopi pahit;['None'];Not_Hate
Dari awal lihat dan viral di media saat ketika ceramah di klub malam saya sdh gak yakin sama tu orang;['None'];Not_Hate
Dari dia msh walikota solo saya sdh eneg sama orang ini Dan manusia yg menyanjungkan sungguh lebay;['None'];Not_Hate
Dari negri ini min;['None'];Not_Hate
Dari pada share hoax lama dan masih nebar benih kebencian sana sini mending urusin Losestreaknya wowo min;['None'];Hate
Darurat;['None'];Not_Hate
Dasar Bani sipit;['None'];Hate
Dasar TOGOG bin BOTOL;['None'];Hate
Dasar TOGOG kalo ngomong kgk d ayak dulu;['None'];Hate
Dasar anjing Emosi sm si kontol itu Mudah an saya msh hidup prmbantaian manusia sprti ini;['None'];Hate
Dasar banci;['None'];Not_Hate
Dasar bangsa togok tolol goblok;['None'];Hate
Dasar cina;['None'];Hate
Dasar cina anjing makin buat benci aja sm cina cina kurang ajar ni kalau ketemu sm orang kayak gitu ludahin aja mukanya kayak dia yg punya negara ini;['None'];Hate
Dasar cina loleng makan babi mukanya rasa mau ku tonjok;['None'];Hate
Dasar fa ngomong kasar satpam malah diam bukan nolongin;['None'];Hate
Dasar jelema gelo;['None'];Not_Hate
Dasar lu china monyet gk sadar dirilu sekarang lu tinggal dimana Lebih org pribumi dari pada lu goblok;['None'];Hate
Dasar lu sipanjang hidung ngomong sok pinter ga tau gimn kerja keras anis sampe dipuji oleh negara luar;['None'];Hate
Dasar manusia tak tau dirii anda cuman numpang idup dinegara kami dasar setan;['None'];Hate
Dasar monyet;['None'];Not_Hate
Dasar orng kafir g bakal puas menginjak kepala kita sampe mereka ajal;['None'];Not_Hate
Dasar pemindhan keadilan dan pemerataan ekonomi nanti hbis dr Kalimantan pindah Sulewesi terus Irian jaya sumatera biar Adil dan rata;['None'];Hate
Dasar tolol;['None'];Hate
Dateng ke sumatera barat min Masih banyak pemandangan begini;['None'];Not_Hate
Debat ama pak jokowi;['None'];Hate
Debat gk pake kajian rumangsane gampang po;['None'];Hate
Debatnya apa terbuka untuk umum min;['None'];Not_Hate
Demen banget gue min;['None'];Not_Hate
Demi Allah tabarakallah Allah tabarakallah sebaik baik pembalasan tipu daya mereka;['None'];Not_Hate
Demo apa ya min;['None'];Not_Hate
Demo apaan nih;['None'];Not_Hate
Demo ttg apa g jls;['None'];Not_Hate
Democrazy yahudi zionis punya;['None'];Not_Hate
Dengan Matrai urusan kelar Hadeehhhh;['None'];Hate
Dengar Keluhan Rakyat N_Target N_Target;['jokowi', 'dedikusumawijaya'];Not_Hate
Dengarkan Ini rakyatmu N_Target N_Target;['jokowi', 'tatang'];Not_Hate
Denger tuh para pembantu presiden bisikan ke kuping ndoro biar denger klu gk denger beliiin korek kuping;['None'];Hate
Dengerin tuh;['None'];Hate
Dengki tanda tak iman dan mampu;['None'];Not_Hate
Depan gw pasti masuk tong sampah tuh sipit;['None'];Hate
Depan gw sini ngomong begitu;['None'];Not_Hate
Depan panggung orkes dangdut ye;['None'];Not_Hate
Di Indonesia malah ada yg benci sama arab dan keturunannya padahal dia islam;['None'];Not_Hate
Di Indonesia warga keturunan China bebas masang simbol aksara china;['None'];Hate
Di Medan orang kayak gini biasanya mati nya cepat loh sekali kali suruh ke medan;['None'];Hate
Di TV ga ada ya;['None'];Hate
Di TV inggris muncul Sebagai warganya bangga;['None'];Hate
Di YouTube judulnya apa sis N_Target;['nenden_ifanaly'];Not_Hate
Di aceh daerah mibo sampai sekarang masih ada spaduk kemenangan prabowo sebagai presiden besar pulak tu bangga kami bersama prabowo;['None'];Hate
Di ajakin duel bisa kali nih orang Eh orang Si anjing deng;['None'];Not_Hate
Di balsem mungkin cocok buat dia;['None'];Not_Hate
Di bandung iraha euy cc N_Target;['ridwankamil'];Not_Hate
Di bikin meme lucu nih pas waktu terakhir pas bilang kenapa gua edit seburan api wkwk;['None'];Hate
Di blur aja dong foto nya biar kami merasa penasaran gitu min;['None'];Not_Hate
Di daerah sya ada SPBU itu pling dekat perjalanan naik motor itu sekitar jam lebih itu ngebut Adanya pertamini itu sangat membantu meskipun harganya lbh mahal jd rb tp y wajar Dri pada mesti ke SPBU jauh cuma buat beli bensin liter Ini cara berpikir pertamina gimana Emang siapa yg dirugikan Klo gitu rakyat bisa nuntut balik pertamina krn tdk bangun SPBU di setiap desa sehingga menyulitkan rakyat yg butuh BBM;['None'];Hate
Di doakan ulama bisa beneran mati lu bro hadeh;['None'];Hate
Di fakultas teknik masih banyak;['None'];Not_Hate
Di fatehah i ben ndang budal neng neroko;['None'];Not_Hate
Di fly over jl Kota casablanca jkrta timur sudah di kibar kan tuh N_Target Ngeri ngeri sedap ngeliat nya juga merah merah gimana gituh;['nenden_ifanaly'];Hate
Di jadikan KAMBING HITAM lagi;['None'];Not_Hate
Di kebiri aja mulut nya min;['None'];Hate
Di komplek paspampres kalah suara;['None'];Not_Hate
Di mah gk bgtu klo blm rmh sawah harta blm tercapai kayak blm mau tuh walaupun mati bergelmpang dosa pun mati tak mau;['None'];Hate
Di mana rumahnya gw pengen ajak perang;['None'];Not_Hate
Di negara lain presiden pusing mikirin rakyat nya di negara rakyat yang pusing mikirin presiden nya;['None'];Hate
Di negara tailen ada loh orang dungu;['None'];Not_Hate
Di negeri dongeng inilah ada kaum yg semskin di depan;['None'];Hate
Di persekusi aj tu kakak;['None'];Not_Hate
Di proses polisi gak ya Eh tunggu karena dia anggota grop onoh kemungkinan tidak diproses dah Mosok jeruk makan jeruk;['None'];Hate
Di rebus aja Habis itu buang ke sungai biar di makanih ma tuh cebong;['None'];Hate
Di rezim ini gk yakin bakal diproses kan memang maunya rakyat sengsara jdi klo ada pejabat yg jujur dan memihak rakyat rezim jdi kepanasan;['None'];Hate
Di saat suara pemilihan rakyat dapat di tipu dan di buat buat oleh media dan antek antek rezimnya tapi di saat para massa aksi papua sudah merasa tidak nyaman lagi bersama Indonesia dan ketidak mampuan dan tidak kompeten nya pemerintah dalam mengurus hal tersebut media dan antek antek rezimnya lebih memilih diam karena hal tersebut tidak dapat di tipu dan di buat buat Bukannya kemaren suara orang papua memilih bapak jokowi belum juga menjabat presiden periode udah kagak di urusin para pendukungnya itu Hedeh;['None'];Hate
Di serba mahal di zaman ini bukan nya maju Eh malah mengecawakan Klw xga becus jangan maksa jae kasian rakyat kecil;['None'];Hate
Di sesuaikan dengan jumlah utang negara yg menjadi beban rakyat;['None'];Not_Hate
Di sesuaikan dgn beban hutang kali;['None'];Not_Hate
Di sini saya merasa bingung;['None'];Not_Hate
Di tempat saya panti pijet aman aman ajah mungkin aparatnya pura pura tidur apa;['None'];Not_Hate
Di tunggu video permintaan maaf nya;['None'];Not_Hate
Dia bilang sngt mencintai israel dia g nyadar apa kalo semua orang diluar bangsa yahudi disebut goyyim dan boleh dibunuh;['None'];Hate
Dia emang benar kok yg mimpin do a bukan RIJIK Tapi Habib Riziek Sihab habibana diemin aja biar banyak menabur dosa dan tidak akan dapat syafaat dr Nabi Muhammad;['None'];Not_Hate
Dia gak akan denger suara rakyat;['None'];Not_Hate
Dia itu laki anjing mau di ladeni anjing mana ngerti adab manusia dia kan hewan;['None'];Hate
Dia mah begitu orangnya;['None'];Not_Hate
Dia pribumi;['None'];Not_Hate
Dia punya ilmu yang membatu rakyat eeeee malah di anggap merugikan aduuuu selamat datang di negara antah lahhhhhh;['None'];Hate
Dia sendiri aja gak ngerti sama diomonginnya apalg kita Kaum bani jo___i mmng bodoh akut;['None'];Hate
Dia sih santuy aj meskipun indonesia Dijajah lagi paling jawabnya itu bukan urusan saya tanyakan ke menteri pertahanan;['None'];Not_Hate
Dia sudah dilirik dunia;['None'];Not_Hate
Dia udah terpilih loh tinggal nunggu di lantik ajaaa wkwkwkakak;['None'];Hate
Dia udh di lindungin si jae jdi bebas mau ngpain aja jika si sipit di tangkap hbis lah si jae kna omelinin si aseng aseng;['None'];Hate
Dia yg anjing sebenarnya berani sama perempuannn;['None'];Hate
Dia yg berbuat dia pula yg kecewa;['None'];Not_Hate
Diantaranya Ada Cebong yg lg pada sekarat makan tu janji;['None'];Hate
Diatas ring lah kalo lu laki;['None'];Not_Hate
Dibawah jokowi kebal hukum pasti;['None'];Hate
Didikan cebong nih;['None'];Hate
Die mah bisa nya pake helm doank;['None'];Hate
Diemin aja dulu;['None'];Not_Hate
Dih kalo gue mah lsng bagi aja udah;['None'];Hate
Diiih sebegitu amat yaa Menyedihkan yaah beginiah pemerintah kita yg pro rakyat;['None'];Not_Hate
Dijamjn Halal;['None'];Hate
Dikadalin tk tipu;['None'];Hate
Dikarenakan rakyatnya yg bodoh dengan iming iming mau aja giliran sudah terjadi baru ngeluh mikir dulu makanya Percuma kita demo dia aja gak anggap tinggal tunggu mati nya aja si mukudi insya Alloh saya gak meleset ni gak bakalan di terima di dunia akhirat lihat saja saat prmakamam Wallahu alam;['None'];Hate
Dikasih makan anjing aja deh min;['None'];Hate
Dikasih musibah bukan berbenah diri sendiri tp menyalah nyalahin satu sama lain astagfirullah;['None'];Hate
Dikebiri;['None'];Not_Hate
Dikorupsi tu;['None'];Not_Hate
Dilaporkan mba;['None'];Not_Hate
Dimana bang;['None'];Hate
Dimana masalah di selesaikan pak bukan di tambah;['None'];Hate
Dinaikkin juta jg gpp Kan negara ini punya wiwi cs Rakyat cuma utk sapi perah Ini baru Indonesia Raya;['None'];Hate
Diperpanjang piceknya th lg;['None'];Not_Hate
Dirikan bank prabowo sandi;['None'];Hate
Dirobek mulutnya pake gergaji;['None'];Not_Hate
Disana byk hutan bakal di tebas semua gitu Ekosistem di sana gimana apa kaga mikir yah Efek dari semuanya itu;['None'];Not_Hate
Disave aahhh buat anak cucu kelak;['None'];Not_Hate
Disebut ustadz tp dakwah nya ga pake hadits disebut pelawak tp koq ga lucu;['None'];Not_Hate
Disesuaikan DENGAN GAYA HIDUP LO;['None'];Hate
Disesuaikan dengan hutang;['None'];Not_Hate
Disesuaikan dengan pemaksaan;['None'];Not_Hate
Disesuaikan dengan utang negara toh;['None'];Not_Hate
Disesuaikan dg kebutuhan kenaikan gaji pejabat BPJS begitu ya;['None'];Not_Hate
Disesuaikan dg penderitaan rakyat biar makin susah;['None'];Hate
Disesuaikan dg selera pejabat yg banyak ngutang alasan buat bangun Buat beli mobil dinas mewah helooowww kalian hai pejabat kerja untuk rakyat bukan rakyat jd perasan buat isi kantong kalian Klo ga ikhlas kerja untuk rakyat mending kalian turun Masih banyak anak bangsa yg lbh berkompeten;['None'];Hate
Disesuaikan nya dgn cara dinaikan atau dturunkan Jgn lg bodohin rakyat ya bpk BPJS;['None'];Hate
Disesuaikan opo udah mundur wae;['None'];Not_Hate
Disgusting man;['None'];Not_Hate
Disinggung aja marah apa lagi langsung di hujat Tamat dah;['None'];Not_Hate
Disinilah jelas terlihat siapa orang munafik;['None'];Not_Hate
Disinilah people power d uji;['None'];Not_Hate
Ditalak ente jae ditalak;['None'];Not_Hate
Ditangkepin semua aja dah nih;['None'];Not_Hate
Diterima gak yaaa ato hrus nunggu berapa nyawa lgi hrus melayang;['None'];Not_Hate
Ditunggu kabar baikx;['None'];Hate
Dlu pemerintah Orba bgtu ketatnya memerangi antek komunisme tp skrng sprtinya sdh tdk lagi;['None'];Not_Hate
Dm atau wa;['None'];Not_Hate
Dm harga kaka;['None'];Not_Hate
Dobol jaran;['None'];Not_Hate
Doktor micin mo ngrusak akidah ama moral Perkuat iman n ibadah kita agar ga termakan omongan perusak moral macam doktor sampah;['None'];Hate
Doktor sampah anak SD aja tau;['None'];Not_Hate
Dr logatnya dia asli china sono;['None'];Hate
Dua Duanya;['None'];Not_Hate
Dua priode jadi gub jakarta dulu;['None'];Hate
Dua propinsi syuhada;['None'];Not_Hate
Dua sejoli disama si nunung ygsuka nyinyir pd bpk prabowo;['None'];Hate
Duch pak mendagri S HRS tentang Pancasila Ente ga setara dibanding Beliau soal Pancasila;['None'];Not_Hate
Duh coba ketemunya ma cowok abis tuh si ta k;['None'];Hate
Duh duh duh;['None'];Not_Hate
Duh gubernur ngomong bahasa inggris nya fasih amat gak pake A E A E gak pake Text;['None'];Hate
Duh hayang seuri jadina maling maliing kasian deh loh;['None'];Not_Hate
Duh pak MASYALLAH N_Target;['aniesbaswedan'];Not_Hate
Duh penasaran siapa nih org Pgn gw bawain anjing trus gw suruh ngentot;['None'];Hate
Duh saudaraku jangan berbuat begitu kasian bpk prabowo biarlah walau pahit terasa kita terima meskipun saya juga pendukung prabowo nanti ada lagi yg nuduh macam;['None'];Hate
Duh yg muda yg kemunduran Mundur era pak harto masih bagus di banding sekarang Apapun bullyan tetang beliau Bagi q beliau msh yg terbaik Selama gw hidup di era beliau tak pernah dengar kesulitan makan Sayur mayur melimpah ladang msh luas n subur skrng jadi beton semua;['None'];Not_Hate
Duhh ngeliat sipit begini kelakuan begitu tangan gatel gapapa deh kena denda ribu yg penting berdarah;['None'];Not_Hate
Dukun;['None'];Not_Hate
Dukung pak N_Target;['aniesbaswedan'];Not_Hate
Dukung x kau ya lukman untuk LGBT atau jgn kau termasuk orng yg sukak homo seksual terhadap sesama jenis;['None'];Hate
Dulu ada orang yg pidato di ntt dan sekarang jadi orang nmr satu di sana pernah pidato menjelekan agama islam dan mau membunuh orang islam tapi ga pernah di proses hukum;['None'];Not_Hate
Dunggu;['None'];Not_Hate
Dungu;['None'];Not_Hate
Dungu tapi pintar menipu orang;['None'];Hate
Dungu yaa dungu aja sampai kapanpun akan selalu dungu terpilih karena curang yaa begini;['None'];Hate
Dungu yg di perlihatkan;['None'];Not_Hate
Dunia aj yg lo cari ingat mati nek;['None'];Hate
Dunia oh dunia;['None'];Not_Hate
Dunia terbalik;['None'];Not_Hate
Dusta itu berdosa lho min;['None'];Not_Hate
Duuuh kasian bner nih anak sama istrinya bgni kelakuan lakinya;['None'];Not_Hate
Dy nya sbuk mindahin ibukota miris mmg presiden kita ini;['None'];Not_Hate
EGp katanya Wong edan lah;['None'];Hate
EMANG CUMAN ORG YG NGGA MAU BERPIKIR YG MENGANGGAP HAL YG TERJADI BELAKANGAN DI NEGARA KITA INI ADALAH SEBUAH HAL YG BIASA DAN KEBETULAN NANTI KALO NEGARA BENER SUDAH DLM KEADAAN GENTING BARU TERLAMBAT NYARI SOLUSI;['None'];Hate
EMANG ENAK;['None'];Not_Hate
EMANG KAUM MATA SIPIT KEBANYAKAN OTAKNYA TU TOLOL UDAH KEK PIPA RUCIKA TOLOLNYA MENGALIR SAMPAI JAUH;['None'];Hate
EMANG NGAPAAA Mangap v;['None'];Not_Hate
ENDONESAH;['None'];Not_Hate
Ea gtkah makanya biar rakyat yg memilki konstitusi klo g gmn mo legitimet;['None'];Hate
Eaaa turuuuunnnnn togoogg;['None'];Not_Hate
Edannn;['None'];Not_Hate
Ediann;['None'];Not_Hate
Eeee anu apa iya apa What;['None'];Not_Hate
Eeeeeeee;['None'];Not_Hate
Eeehh ini org KNPA SIAPA;['None'];Not_Hate
Eenes bego kok diborong;['None'];Hate
Eeww Cina;['None'];Hate
Egp bkn presiden sy kok;['None'];Not_Hate
Eh Biasanya Bang Anies ngomongnya pake teks kok tumben divideo ini lancar ya Kok tumben enggak ngomong ai don ting abot ded;['None'];Not_Hate
Eh Hasil pemilu jg tengah malem takut dimarahin hahahaha ah saya lupa konjd ngomongin doi Astagfirullah maaf ya pemirsa suka sewot;['None'];Hate
Eh lupa prof mahmud md mana neh;['None'];Not_Hate
Eh satu lagi pak alat manusia untuk menciptakan karya yg paling indah adalh ANIS eh PENIS maaf salah;['None'];Hate
Eh togog bijimane iki;['None'];Hate
Ehh cina kok mulai berkeras min didiemin kok ngelunjak tolong urus donk pak joko;['None'];Hate
Ehhh prabowo masih kalah;['None'];Hate
Elah Biasa ge bukn urusan saya So soan lw mah jae Bloon juga lw;['None'];Hate
Emak emak jg bisa komentar cuma dugaan;['None'];Hate
Emang anak dan adik harus makin kenceng dikasi taunya nih alhamdulillah bocah yg divideo pinterr amat Jelasin;['None'];Not_Hate
Emang basic sekolah dia apa;['None'];Not_Hate
Emang bener itu suara mereka Ga jelas mimik mulutnya;['None'];Not_Hate
Emang berani muncul di sini Jelasken dong N_Target yg lantang;['gusmiftah'];Not_Hate
Emang bukan rijik tapi habib rizik kan wkwkkw;['None'];Not_Hate
Emang curang;['None'];Not_Hate
Emang da tambah kurang ajar sisipit brengsek;['None'];Not_Hate
Emang dia goblock;['None'];Not_Hate
Emang enak ga d aku;['None'];Not_Hate
Emang enak ga diakuin rakyat;['None'];Not_Hate
Emang enak nggak dapat simpati dari rakyat;['None'];Not_Hate
Emang ga ada lagi kecurangan di Indonesia Untuk jd presiden hompimpah ajaa;['None'];Hate
Emang hizbutvtahris sdh berbuat jahat apa atas Indonesia Korupsi Membunuh jenderal tni Kok Islam phobi bgt sihh Ini Bendera tauhid bkn milik hti saja;['None'];Not_Hate
Emang israel csan ama yesus;['None'];Not_Hate
Emang kaga di cari mak;['None'];Not_Hate
Emang kalau ada pertamini pertamina bakalan rugi kan pertamini belinya dari pertamina juga;['None'];Not_Hate
Emang kekuasaan loe ibaratkan barang makanya jd calon abadi wkwkwkwkwkw otak kebalik kampret dungu;['None'];Hate
Emang kelakuan ibu senang sekali dgn yg impor ya pak sampe baja kebutuhan pokok sampai tenaga kerja mereka impor;['None'];Not_Hate
Emang kenapa alasanya;['None'];Not_Hate
Emang kenapaa Oo oaa aaa a;['None'];Not_Hate
Emang kenapaaaa Ngeliat congornya pengen banget ngebalokin tuh bacotnya;['None'];Not_Hate
Emang kenapaaaaaa wkwkwkwk ngakak;['None'];Hate
Emang makin rusak ya;['None'];Not_Hate
Emang mba negeri Jan cuaak;['None'];Not_Hate
Emang melecehkan apa klo blh tau;['None'];Not_Hate
Emang penyakit ada yg khusus transgender Bisa keputihan Dapet Hamil Lahiran Dagelan;['None'];Not_Hate
Emang presiden indonesia siapa ya;['None'];Hate
Emang siapa yg lewat;['None'];Not_Hate
Emang tanpa bantuan Dia kita g ada pp nya o besar;['None'];Not_Hate
Emang tujuan nya memperkaya swasta pihak swasta nta punya siapa nyaa ntar punya tiongkok lagi;['None'];Not_Hate
Ember min;['None'];Not_Hate
Emg harusnya bukan dia yg d lantik Hadeeehhhhh;['None'];Not_Hate
Emg kerjanya ts apa ya;['None'];Not_Hate
Emm;['None'];Not_Hate
Emng belagu banget pengen gua tampol rasanya;['None'];Not_Hate
Emng kenapa v N_Target;['hartawan27'];Not_Hate
Empot empotan dahh akhirnya;['None'];Not_Hate
Enak banget klo denger gaya bahasa bng rocky ngomong;['None'];Not_Hate
Enak bgt tuh napi disitu dapet kajian ilmu yg istemewa secara khusus Ngiri ana;['None'];Not_Hate
Enak di karungin orng macam begini;['None'];Not_Hate
Enak na tanya Jokowi;['None'];Hate
Enak nya di kubur hidup;['None'];Not_Hate
Enaknya di gebukkin tu;['None'];Not_Hate
Enaknya di tonjok;['None'];Not_Hate
Enek lihatnya;['None'];Not_Hate
Engga tau malu vangsat udah curang dadah lagi;['None'];Not_Hate
Enjiing ngentoot emaang napaaaahhh Pengen gw sumpel mulutnya pake kulit durian;['None'];Not_Hate
Entah pake acara apa lg biar bs lolos;['None'];Not_Hate
Entahlah negri apa ini;['None'];Not_Hate
Entut;['None'];Not_Hate
Era sorotannya cma buat minta hujan atau minta uang ya;['None'];Not_Hate
Era terkini memahami hukum alam itu kejam gees jadi jangan ajari rakyat menjadi pengadilan jalanan karna hukum konstitusi itu bau kentut baunya di ruangan tertutup tp di ruang publik hukum laen lagi ceritanya;['None'];Hate
Ernes plongooooo;['None'];Not_Hate
Ernest botak si psi rasa pki yg otaknya jongkok;['None'];Hate
Error efek sering lihat lampu yg kelap kelip;['None'];Hate
Ett dah parah Masa gak diakuin sie Kasian hahahahha;['None'];Not_Hate
FITNAH BARU;['None'];Not_Hate
FPI;['None'];Not_Hate
FPI AJJ YG NYARI;['None'];Not_Hate
FPI akan selalu di hati;['None'];Hate
FPI min Mn ada banserep kyk gtu yg ada malah dangdut an ma jgain gereja tuh;['None'];Not_Hate
FPI selalu dihati;['None'];Not_Hate
FPI slalu di hati;['None'];Hate
Fack nich;['None'];Not_Hate
Fasik;['None'];Not_Hate
Fff langsung back;['None'];Not_Hate
Fff u folback lngsung;['None'];Not_Hate
Fh dan sandi;['None'];Not_Hate
Firaun mmg mintanya Di puja puji;['None'];Not_Hate
Fitnah apalagi ini;['None'];Not_Hate
Fitnah nya ngeri innalilahi wainailahirojiun;['None'];Not_Hate
Follow akun kami ya Cari sepatu murah dan premium follow ig kami Mau tanya sepatu boleh admin ga galak kok kak Olshop trusted sejak Keren kakkk Semoga sukses kak Lancar rejeki kak Nice Follow ya kak di jamin ga rugi;['None'];Hate
For pleciden Ngimpiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii;['None'];Not_Hate
Foto profilnya kyk selebgram gt ya;['None'];Not_Hate
Fotonya bagus kak mampir cek ig kita yuk kak;['None'];Not_Hate
Fotonya selalu menginspirasi;['None'];Not_Hate
Fpi tidak pernah ada persualan dengan merika Tidak ada permasalahan antar saudara Hati ado domba loar;['None'];Not_Hate
Framing busuk teruusss Media cebong;['None'];Hate
G ada tayang d Indo;['None'];Not_Hate
G o b l o k;['None'];Not_Hate
G usah di videoin langsung masukin karung aja;['None'];Not_Hate
GANYANG;['None'];Not_Hate
GK bisa lah beh motivator vs provokator;['None'];Not_Hate
GOBLOK ITU N_Target;['abdulwaarits'];Hate
GUBERNUR RASA PRESIDEN;['None'];Not_Hate
Ga;['None'];Not_Hate
Ga ada manusia yg mau dicurangin;['None'];Not_Hate
Ga akan sedih sudah ga dipake hatinya;['None'];Not_Hate
Ga bakal di proses ini mah;['None'];Not_Hate
Ga bakal ditangkap nying Cebong kan keball hukum dan satu lagi mereka dungu nya kebangetan sampe ke tulang;['None'];Hate
Ga bisa ga bisa milih antara pak N_Target mas N_Target dan a N_Target mereka semua debest;['aniesbaswedan', 'agusyudhoyono', 'pashaungu_vm'];Not_Hate
Ga boleh ngomong naik harga sekarang disesuaikan disesuaikan keinginan sese;['None'];Not_Hate
Ga diakui;['None'];Not_Hate
