Comment;Target;Label
CINA YAA HADEHH GEBUKIN AJA LAH BUKAN MANUSIA DIA;['None'];Hate
Cebong emang merugikan Kita pasti ikut kebawa rugi Geura paraeh atuh lah cebong teh Mubadzir;['None'];Hate
Cebong gak akan faham;['None'];Hate
Cebong itu yg penting hidup senang dan perut kenyang;['None'];Hate
Cebong mah pnas smpe mau pindah ibu kota;['None'];Hate
Cebong mana cebong Sdh baca blm ini;['None'];Hate
Cebong mana cebong yg selalu bilang isu PKI hanya hoax belaka;['None'];Hate
Cebong mna ada yg d akui;['None'];Hate
Cebong susah untuk di sembuhkan;['None'];Hate
Cebong takuuuuuut;['None'];Hate
Cebong tolol bin togog lebihh guooblog;['None'];Hate
Cebong tuh sipit;['None'];Hate
Cebong yang dengar mah masuk telinga kanan keluar telinga kiri;['None'];Hate
Ceceb sekolam manalah ribut;['None'];Hate
China anjing;['None'];Hate
China kafir bunuh halal;['None'];Hate
China komunis berbondong masuk ke Indonesia makin ga ketauan;['None'];Hate
China kontol tapi di pungut terus pemerintah edan;['None'];Hate
China merajalela skrg Minta di matiin tuh org;['None'];Hate
China semakin ngelunjak;['None'];Hate
China tai anjing ga sadar tinggal dimana malah semena bangsat lu cina pulang sono ke tiongkok paling di sana lu lu pada cuma jadi pengemis sadar lu;['None'];Hate
Cibeng cinabrengsek;['None'];Hate
Cina NGENTOT;['None'];Hate
Cina anjeng udh menumpang di Indonesia malah meleceh pulak berani kau sama wanita sama pria berani gk kau;['None'];Hate
Cina anjing;['None'];Hate
Cina anjing komunis;['None'];Hate
Cina anjing makin ngelunjak d negeri ini taik;['None'];Hate
Cina babi bangsat kau Tendang aja ni binatang cina anjing ke tiongkok tempat asalnya;['None'];Hate
Cina babi cina setan bangsat benalu kau eh para elit politik para petinggi negara para petinggi polri kalian mau diam terus n memanjakan setan Cina ini bangsat;['None'];Hate
Cina babi tu kayanya;['None'];Hate
Cina bangsat;['None'];Hate
Cina bangsat cina ngentot;['None'];Hate
Cina bqngzat ye kayaknye;['None'];Hate
Cina celeng;['None'];Hate
Cina codot;['None'];Hate
Cina gila;['None'];Hate
Cina kampang lu y;['None'];Hate
Cina kontol;['None'];Hate
Cina kupret bikin ulah lgi smoga bpk TNI segera menindaklanjuti;['None'];Hate
Cina sampah;['None'];Hate
Cina semakin menjadi anjayyy;['None'];Hate
Cina tai lu orang;['None'];Hate
Cina tolol cina goblok;['None'];Hate
Cina ya semakin kurang ajar;['None'];Hate
Cinaaa bangsattttt yg cinaaa kaya gituu bangsatttt;['None'];Hate
Cinaaaa dafuq;['None'];Hate
Keadilan kita di rampas oleh PKI Laknatullah alaih;['None'];Hate
Cebong sekolam sulit fahami kebenaran semoga mndapat hidayah aamiin;['None'];Hate
Dengarr th cebongg saudara seimanmu dpenjarakan krna hal yg ga jlas;['None'];Not_Hate
Di Tv gw klo tiba si Mukidi muncul langsung Auto BLURR;['None'];Not_Hate
Di pasti kan cuma cebong yg nyaksikan pelantikan tuan nya cebong boleh survey tiap rumah pendukung ga ada tu yg ntn tv;['None'];Hate
Dimohon kpd para kampret agar segera mengucapkan selamat kpd pak dhe dan kpd seluruh bangsa ini atas Cepaaattt;['None'];Hate
GK nontonpun pembahasannya lebih banyak dr kampret;['None'];Hate
Inalillahi shalawat buat mainan si raja kodok dan pengikutnya ooohhh negriku;['None'];Hate
Kampreet sakit hati ya;['None'];Hate
Kwkwk ngakak gua liat nih berita serasa MK lebih kecil akalnya dari pada rakyat bahkan rakyat yg tidak sekolah tinggipun tau pilpres ini terindikasi ada kecurangan tapi MK merasa tidak ada kecurangan;['None'];Not_Hate
Logika koloni kolam;['None'];Hate
MK tdk ada gunanya Bubarin aja;['None'];Hate
Makanya jangan mau dibodohin oleh pejabat dan oknum cebong cebong;['None'];Hate
Makin gila aja MUI mana fatwanya nih harus segera disuruh taubat;['None'];Hate
N_Target Siapa yg nyuruh pisah Gue blg lo pindah dari sini tolol;['mrs'];Hate
N_Target Susah bro ngomong ma bani cebong cuekin aja lewatin aja;['reza'];Hate
N_Target beranilah cebong mn takut Tuhan;['firngadi_braling1'];Hate
N_Target bikin negara lawak sendiri sana sandi okeoce n wowo pemimpinnya rakyatnya yg govlog dr gol anda;['novalda_17'];Hate
N_Target bos jgn bawa Allah lu lu pikir Allah ridho dgn org yg melanggar aturan emang saat ini lagi di atas bos tp bkn untuk berkuasa tp membuka kejelekan kubu lu tanya tuh org dari KS yg di PHK gimana tanya listrik yg semakin mahal gimana tanya semua mau di pajakin sampe kantong kresek aja mau di cukai kere ya bos keliatan udah koreng junjungan lu bong;['kartikapraja_'];Hate
N_Target coba sumpahin sini yg kamu anggap tukang party berani sini post disini atau kamu takut hey kaum bodoh;['giyono_69'];Hate
N_Target dan nyatanya suara prabowo di rumah sakit jiwa lumayan banyak dapat di simpulkan lah ya siapa presiden pilihan org gila;['bank_sha_dewwa'];Hate
N_Target jadi orgi apa struk itu lbh mudah dikabulkan Tuhan;['ar'];Hate
N_Target jujur palak kau yg curang situ malah nuduh curang kampanye banyak hoax pula udah sono nangis dipojokan kamar junjungan lu uda kalah periode depan berharap aja wowo masi segar bugar pasti kepilih kok kl dia masi sehat untung aja maks periode kl lebih mah siap kalah lg wuakakakakak;['xigy_yagigiri'];Hate
N_Target kagak ngaruh juga lu ngebacot apapun BURUK tetaplah BURUK;['musdalifahc33'];Hate
N_Target kalo boleh saran hindari debat dgn org bodoh seperti N_Target Kpd habib sj sperti itu adabnya ckckck;['reza', 'fandyaulia87'];Hate
N_Target kamu nulis jawaban panjang amat nulis cerpen sy doakan mubahalah anda dgn para habib simpel kan;['fandyaulia87'];Hate
N_Target kan lu bilang kluar dari lndoonesia qw bilang ok qw kluar dgn daerah qw jdi klu kmi minta referendum ntar junjungan lu bilang makar disuruh kluar lndonesia giliran mw pisah secara legal dgn referendum lha panik situ waras;['benci_kedok_agama'];Hate
N_Target kaya dia pernah pernah o di bentak dan dimaki pak prabowo Kenal aja ga Sksd deh Fitnah mulu kerjaannya kaum dungu;['indonesian_akhwat_'];Hate
N_Target klo nulis cerpen gaakan aku baca selamat menjalani mubahalah;['fandyaulia87'];Hate
N_Target memang juragan luh orang gila saja suruh nyoblos ntar luh kebawa gila jadi pendukung nya;['anggaarantxa'];Hate
N_Target mubahalah HRS d ig aku jg disunat;['ummi_arkha'];Hate
N_Target mubahalah kamu dgn habib insya allah berjalan aamiin yra;['fandyaulia87'];Hate
N_Target mubahalah po dolanan debus;['indonesian_akhwat_'];Hate
N_Target ntar lagi lu yang gila karna gak sanggup dengan hasil dari pilihan yang salah;['anggaarantxa'];Hate
N_Target wkwk cebong bersuara;['arya_madhavi'];Hate
N_Target wkwkwkwk yg kalah situ teriak curang simpatisan wowo sudah mulai gila buuung maap;['novalda_17'];Hate
N_Target yang gila kekuasaan tuh siapa bung bukankah yang menghalalkan segala cara yg gila kekuasaan itu sehingga kecurangan di anggap bagian dari demokrasi waras dikit nape sih;['lyz_collection'];Hate
Ngaciro terhempas oleh badai sendiri BADAI JAENUDIN;['None'];Hate
Oh nggak termasuk nih jalan tol program cebong comberan kasian amat dibohongi ama cebong;['None'];Hate
Paling Kampret mau jual Fitnah Ke Jokowi Hohih;['None'];Hate
Si raja evong gk usah dsumpah krn dari kemaren ane yakin udh bnyak rakyat yg nyumpahi;['None'];Hate
Skrng bukan ataw lg tp udh Indonesia tp klo cebong mulai dluan terpaksa kampret hajar;['None'];Hate
Untungnya cebong ga ada salahnya;['None'];Hate
Wadau facta dan realita janji manis ebong posisi;['None'];Hate
cebong cebong dah dapet kartu belum;['None'];Hate
Cebong silahkan komentarnya;['None'];Hate
Dia kan cebong jd bebas aja mau ngapain;['None'];Hate
N_Target kamu cebong ngaku pendukung aku tau gimana sifat nya cebong;['indra_dwisapoetra'];Hate
Kasihan rakyat kecil yg kena Di php sm penguasa itulah rezim skrng Lagi bukan urusan sy kl raja cebong bilang;['None'];Hate
N_Target emang ada hakim yg masih mulia ya Mgkn mulia dimata rezim cebong kali ya;['pelautmilenial'];Hate
N_Target kebenaran harus di sampaikan walaupun pahit ah cebong mau aja di tipu trs;['siswanto3167'];Hate
N_Target Cebongg mana paham;['arya_madhavi'];Hate
N_Target cebong;['ponco494'];Hate
N_Target coba lbh dalem lg hina nya HRS udah mubahalah siapa tau kamu jg kena berani;['sahalmakarim'];Hate
N_Target coba sumpahnya barangkali mw ditambahin Siapa tahu nanti ada mubahalah Jd ketauan siapa yg busuk;['fandyaulia87'];Hate
N_Target fahami dlu komentar saya bisa gak sih cebong dikit pinter;['kartikapraja_'];Hate
N_Target ga butuh komen cebing;['bayustyw'];Hate
N_Target itulah begox cebong yg ngomong kertanegara siapa ya Kmi mw referendum lu mw ngapain;['benci_kedok_agama'];Hate
N_Target iya prabowo gila kekuasaan buktinya dia gagal teruss apa gk mau coba jadi wali kota atau apapun selain presiden kenapa harus jadi presiden kecurangan kalian selalu teriak curang tanpa adanya narasi pembuktian dasar sampah;['bank_sha_dewwa'];Hate
N_Target kita tungguin aja lu nyesel pilih jokowi menyusul para cebong lainnya disaat semua bahan pada naik dan kebijakan pro rakyat sdh hilang baru lu pade nyadar klo kita para kampret tu lebih syg sm nkri drpd sekedar teriak khilafa sprti yg lu tuduhkan sm kita bahkan kita kasian sm para cebong smg sgr sadar dan bangun dr tipuan para kacung cina itu sadar lah wahai sodaraku indonesia sdg sakit saat ini masak lu masih menutup mata sih Coba pake mata hati lu kisanak;['musdalifahc33'];Hate
Anies dituntut jadi manusia sempurana salah dikit habis;['None'];Not_Hate
BACOT AJA GEDE TU CEBONG;['None'];Hate
Dasar cebong DUNGU;['None'];Hate
Gini msh d bilang gk ada kecurangan hello apa kabar MK Mahkamah Kecurangan;['None'];Hate
Gp ancorrrr;['None'];Hate
Ini msh di bilang gk ada bukti ya N_Target terkutuk lah kalian;['mahkamahkonstitusi'];Hate
KAPOK HABIB BARBAR MASUK BUI WKAKAKAKA;['None'];Hate
Kang ngibul si jae;['None'];Hate
MK SINGKATAN DARI MAHKAMAH KECURANGAN;['None'];Hate
Mahkamah kalkulator;['None'];Hate
N_Target Cepat ucapkan slmt dulu tolol;['khilafa_islamia'];Hate
N_Target Siapa yg berontak Bangsat lo;['fandyaulia87'];Hate
N_Target mahkamah Konidin;['bank_sha_dewwa'];Hate
N_Target puas puasin anda tertawa tunggulah azab Allah itu nyata;['anggaarantxa'];Hate
Nnti c ariep budiman laknatulloh lebih dr ini azabnya;['ariep budiman'];Not_Hate
Semua jg tau dr awal termasuk TKN kalo pemenang pilpres adalah hanya N_Target yg abadi dlm kedunguannya;['cebong'];Not_Hate
mahkamah konstipasi;['None'];Hate
makan tuh N_Target di benci rakyat lu;['Jokowi'];Not_Hate
Alh jancuk jalan udah lama tolol kenapa lo kalh lagi ya gtu aja orang papua suka jokowi bukan wowo njinh;['None'];Hate
Baco tu oi tai kau anjing kau N_Target;['jokowi'];Hate
Badai Barunya People Poweeeeeer hei rakyat yg TERDZOLIMIN terPHK sepihak Cebongers yg tertipu Jae Ayuuuk nguuuuumpul ambil kedaulatan rakyat nyolong dibalas nyolong nyawa dibalas nyawa n culik pa Prabowo biar gak denger bisikan pengkhianat setelah pemerintahan ditgn rakyAt keluarkan prabowo jd pemimpin insyaAllah Chaos rakyAt Indonsia ridhoin ALLAH TAKBIIIR ALLAHU AKBAR;['None'];Not_Hate
Berarti bener ya yg dicobloosin masal itu ya berarti MK TAIIIIII;['None'];Not_Hate
Biarkan saja mereka orang x DUNGU orang x dari kaum yg terpapar paham kecebong kodok yg berbau komunis mereka memilih presiden dari hasil curang tidak jujur tidak adil saat yaitu presiden boneka tukang bohongi rakyat suka bikin pencitraan palsu yang berkiblat menyembah berhutang uang kepada negara cina komunis;['None'];Hate
Buat di sumpain al qurran kan udah jelles pak jokowi maling suara rakyat curang kali cuman nunngu azab dri allah pak jokowi;['None'];Hate
Dsr mukidi smuanya dijadiin cebongers bngst tp Ane sklrga ttp mendukung dn mendoakn bpk Prabowo smp kpn pun;['None'];Not_Hate
Gk tau malu ya kok tegeul jokowi bgtu nistanya bukan HAKnya jd presiden masih mau dilantik tdk tau diri ya pdhl penggefe di indonesia ini gk pantes blass;['None'];Hate
Gw yakin si gembul N_Target ini bagian elgebete terselubung;['gusyaqut'];Not_Hate
Hidup mahkamah kecebong jujur kacang ijo;['None'];Hate
Hp Ansor Banser banci serem bubarkan;['None'];Hate
Ingin mati membusuk dipenjara ya nikmatin aja hidup loe bahar ga usah bnyak protess;['None'];Hate
Menang karna curang tapi rakyat tidak mengakui di jokodok presiden karna hasil dr kecurangan Kan goblok menang aja masih ribet cari sensasi legitimasi dr rakyat gue mah ogah;['None'];Not_Hate
N_Target Begitulah cara berfikir kaum bodoh;['hasna_amalia2'];Hate
N_Target Dgn bangga qw bilangin lu cebong jelek tuwir qw bangga jdi pendukung PRABOWO SANDI yg smart jujur ganteng jelas asal usulx lndonesia yg cinta negarax qw diluar sono ditanyain presiden lndonesia siapa qw bilang BpkPRABOWO SUBIANTO dy lah presiden sesungguhx dihati kami yg lain gak mau qw akuin mau apa lu;['benci_kedok_agama'];Hate
N_Target akun bodong bancii bacot doang gede;['sahalmakarim'];Not_Hate
N_Target bangsattt kelar hidup lu laknat;['fandyaulia87'];Hate
N_Target hey kaum bodoh coba pengen denger siapa yg jalan jalan keluar sekalian sumpahin dan hina se hina hina nya karena dia sdh mubahalah berani Atau bakal diem doang krn sbnrnya kamu takut;['healthy'];Hate
N_Target lo yg gw bikin busuk loh Loh gerombolan lgbt yaa;['fandyaulia87'];Hate
N_Target mati aja mati lu bangsat Karena jokowi juga gak butuh lu;['dr_fatahillah'];Hate
N_Target mknya klo hidup itu jgn jdi orang dunguuu cocok mmnk sama si bahar mulutmu;['omenshakim'];Hate
N_Target mksudny tolol itu fakta omongan dan realita tdk sjalan pmerintah hrua kasih solusi bukanny kbohongan dsar cebong tolol;['siswanto3167'];Hate
N_Target najissss;['benci_kedok_agama'];Not_Hate
N_Target saran aja sih jika nanti tdk mati mengenaskan atau hidupmu sulit tinggal dtg minta maaf Krn daging ulama apalagi habib beracun;['fandyaulia87'];Hate
N_Target saya nulis panjang biar ga tambah dungu ente msh bnyak Habaib yg berilmu dan lisannya bagus utk diambil ilmunya bukan Habaib abal yg ngaku ahlul bait tpi Ahlaq sangat jauh dri islam;['indonesian_akhwat_'];Hate
N_Target sekaum dgn kaum menistakan islam pemenjara habib dan ulama menjijikan;['nvmn02_211_'];Hate
N_Target tuh suruh bahar dulu yg minta maaf ke pak presiden atas tindakannya yg tdk terpuji junjunganmu aja mengajarkan kebodohan aplgi pengikutnya yg sok tau urusan akhirat dan hidup mati seseorang;['indonesian_akhwat_'];Hate
Semoga Allah tetap bersamamu bib Membusukmu di penjara akan membuat sejarah wangimu selalu tercium sampai anak cucu bangsa Indonesia Aamiin ya rabb;['None'];Not_Hate
Semoga N_Target menyusul kpu laknat;['arief budiman'];Hate
hahahaha N_Target suruh liat tuh itu jelas bukti kecurangan nya N_Target muka kardus Maniak Kekuasaan Mafia Konstitusi Mafia Kodok bangkong;['MK'];Hate
pendukung N_Target makin stress tak terkendali gaeess;['kampret'];Hate
periode menang dengan kecurangan mantaaappp Lanjutkan pak jae nikmatilah kemenangan kalian saat ini dan berbahagia atas usaha busuk kalian Kalian hanya sebentar menikmatinya karena Azab Allah SWT akan segera turun menimpa kalian pak N_Target sekeluarga serta para pengikutnya Qun fayaquun;['jaenudin'];Hate
udah lama gak liat tv sejak si jokodok presiden eneggg liat mukanya pasang tv yg di tonton sinetron doang;['None'];Not_Hate
Alhamdulillaah ane ga punya tv jadi bener bener ga liat si kacung kodok dilantik mengundang azab Alloh;['None'];Hate
N_Target Dimohon kpd para kampret agar segera mengucapkan selamat kpd pak dhe dan kpd seluruh bangsa ini atas Cepaaattt;['nunuk_wahyuni'];Hate
ngak ngaruh juga klu kampret ngak nonton pelantikan presiden yg dicintai rakyat lajutkan pak N_Target periode semangat bapak;['jokowi'];Hate
A;['None'];Not_Hate
A good communication skill is one of the main criteria qualities a leader should possess in today s world Bravo Pak Anies we are proud of you;['None'];Not_Hate
AAAASTAAAGAAH gimana malunya itu yaaa;['None'];Not_Hate
AAMIIN;['None'];Not_Hate
AAMIIN YAA ALLAH NANTINYA BAKAL KLIATAN BRP BANYAK PENDUKUNG BELIAU INI DARI STU AJA BISA KETAUAN SIAPA PRESIDEN RAKYAT;['None'];Not_Hate
ADA YANG KENAL;['None'];Not_Hate
ADA YG MAU GA JD SUAMIKU;['None'];Not_Hate
ALLAH AKBAR;['None'];Not_Hate
ALLAHU AKBAR;['None'];Not_Hate
ALLAHU AKBAR ALLAHU AKBAR ALLAHU AKBAR;['None'];Not_Hate
ALLAHU AKBAR SMG MKIN BNYK MUJAHID MUDA SPT MRKA YG TDK TKUT AKN APAPUN D LUAR SN;['None'];Not_Hate
ALLOHUAKBAR X;['None'];Not_Hate
ANUS Aliran NUSantara alias sesat;['None'];Not_Hate
ATI ditangkap ntar;['None'];Not_Hate
Aa uu ooo aa uu oo anuuuu nu ooo;['None'];Not_Hate
Aaaahhhshiyaaaappp;['None'];Not_Hate
Aaaamin ya rabbal Alamin;['None'];Not_Hate
Aaahhhh andai gw disana gw sikat nih si kulum;['None'];Not_Hate
Aaamiin ya Allah;['None'];Not_Hate
Aaamiin ya robb;['None'];Not_Hate
Aaammiiiinnn;['None'];Not_Hate
Aahh gx ngerti;['None'];Not_Hate
Aaiisss Bubaarrr Belum sempet nikmatin udah bubar ja mendingan jangan sampai mAkai naudzubillahimindzalik;['None'];Not_Hate
Aamiiiiin Ya Rab;['None'];Not_Hate
Aamiiin;['None'];Not_Hate
Aamiin;['None'];Not_Hate
Aamiin ALLAHU AKBAR;['None'];Not_Hate
Aamiin Allaahumma amiin;['None'];Not_Hate
Aamiin Allahumaamiin;['None'];Not_Hate
Aamiin Allahumma Aamiin;['None'];Not_Hate
Aamiin Allohumma Aamiin;['None'];Not_Hate
Aamiin Tetangga sy itu min;['None'];Not_Hate
Aamiin Y Robb;['None'];Not_Hate
Aamiin Ya Rabb;['None'];Not_Hate
Aamiin Yaa Allah;['None'];Not_Hate
Aamiin aamiin aamiin ya Rob smga ALLAH meridhoi mu;['None'];Not_Hate
Aamiin maybe one day Pak Anies Baswedan becomes an indonesia s president;['None'];Not_Hate
Aamiin ya ALLAH;['None'];Not_Hate
Aamiin ya Alloh;['None'];Not_Hate
Aamiin ya allah;['None'];Not_Hate
Aamiin ya rabbal Semoga beliau habibana HRS selalu dalam lindungan Allah SWT;['None'];Not_Hate
Aamiin yaa Allah;['None'];Not_Hate
Aamiin yaa Allah iyaa N_Target Mudah an tambah bnyk yg ketangkep sampe akhirnya Jangan tanya saya gak jd di lantik;['devimariana43'];Not_Hate
Aamiin yra;['None'];Not_Hate
Aamin ya allah;['None'];Not_Hate
Aamin ya rabbal aalamin;['None'];Not_Hate
Aamin ya robbal aalamin;['None'];Not_Hate
Abh shayat;['None'];Not_Hate
Abih wak pak kanai galeh mpak nyo pak;['None'];Not_Hate
Abu Janda msh bersuami waktu itu;['None'];Not_Hate
Abu janda gembira banget namanya disebut;['None'];Not_Hate
Abu janda langsung terdiam wkwkwkw;['None'];Not_Hate
Abu janda mana;['None'];Not_Hate
Account buzzer seperti ini dibayar untuk memecah belah dan mengadu domba dengan menyebar kebencian semoga netizen yang melihat account seperti ini cerdas untuk tidak terpancing Kalau ingin informasi lebih baik mencari sendiri dari sumber yang terpercaya daripada menerima informasi mentah dari akun buzzer seperti ini;['None'];Not_Hate
Aceh nyusul ni;['None'];Not_Hate
Ach dasar asmat;['None'];Not_Hate
Ach mereka anak ingusan yang mudah menelan provokasi Biarkan segelintir orang emosi Tetapi mereka tetap orang Indonedia;['None'];Not_Hate
Ad duitnya ntr ngutang lagi;['None'];Not_Hate
Ada aja negara;['None'];Not_Hate
Ada apa negara Kayak mau hancur aj negara ku;['None'];Not_Hate
Ada cowok mulutnya kayak cewe;['None'];Not_Hate
Ada ig atau fb nya;['None'];Not_Hate
Ada pemimpin indonesia N_Target Jadilah pemimpin bukan pemimpi doang;['aniesbaswedan'];Not_Hate
Ada pencoblosan massal;['None'];Not_Hate
Ada pergerakan kah;['None'];Not_Hate
Ada satu lagi min yg selalu turun celana;['None'];Not_Hate
Ada usul N_Target;['yulianurlizaa'];Not_Hate
Ada waktunya ada balasannya ada juga kebijakannya yg hrs di bayar Dan rakyat sdh semakin cerdas untuk melihat ini semua Wait and see;['None'];Not_Hate
Ada yang siapin materai Hehe;['None'];Not_Hate
Ada yg berani sebitkan siapa dalangnya semua ini;['None'];Not_Hate
Ada yg masih sakit hati sepertinya dan gagal move on;['None'];Not_Hate
Ada yg tau akun sosmednya;['None'];Not_Hate
Addaaaaaaaaaaaaaww ATiiiiiiTt;['None'];Not_Hate
Adduh;['None'];Not_Hate
Adem rasanya hati punya pemimpin seperti pk anis;['None'];Not_Hate
Admin DM videonya dong;['None'];Not_Hate
Adminnya lucu yahhh coba baca UU yg lengkap jgn cuma satu satu;['None'];Not_Hate
Aduh bahasanya apa g ada bahasa yang lebih bagus lagi tuh;['None'];Not_Hate
Aduh kacau;['None'];Not_Hate
Aduh malunya;['None'];Not_Hate
Aduuhh pak anis warbiasah;['None'];Not_Hate
Aduuuh itu mulut lebih parag dr mulut anjing pak;['None'];Not_Hate
Aesuaikan juga dengan pelayanannya bos;['None'];Not_Hate
Agak trauma dgn pemilu takut suara sah kita di ilangin lagi yaa Alloh;['None'];Not_Hate
Agama mu untuk mu agama orang itu untuk orang itu so jangan paksakan agama mu untuk orang itu Gitu saja kog repot;['None'];Not_Hate
Agamanya apakah di ni Pantaskah dipanggil gus Semoga Allah secepatnya mberikan petunjuk kepada ini org Aamiin;['None'];Not_Hate
Ahh babe kalo bicara emang rajanya raja top lahh be;['None'];Not_Hate
Ahok Agus;['None'];Not_Hate
Ahok dan Yusril;['None'];Not_Hate
Ahoker ini;['None'];Not_Hate
Ahsanta;['None'];Not_Hate
Ahy fahri hamzah;['None'];Not_Hate
Aim heppi aim feri hepii;['None'];Not_Hate
Aiman Wicaksono nya sampe kayak ketakutan gitu ya;['None'];Not_Hate
Ajaib;['None'];Not_Hate
Ajaibnya lagi PRESIDENNYA SUDAH ADA;['None'];Not_Hate
Ajakin main ke sumut deh biar kelar;['None'];Not_Hate
Aji Mumpung;['None'];Not_Hate
Ajibb;['None'];Not_Hate
Ajiiiibbb;['None'];Not_Hate
Ajiiiiib dach kalo bisa bahasa Inggrisnya;['None'];Not_Hate
Akalnya sehat matanya ikut sehat kalo akal dongkol y kelilipan terus malah jd penyakit;['None'];Not_Hate
Akan datang saatnya Tunggu sampai di mulai;['None'];Not_Hate
Akhir jaman berhati lah dalam memilih ulama;['None'];Not_Hate
Akhir nya KEJAWAB semua tebakan gua sering main sama orng yg suka masuk tv jadi ngawur aliran nya;['None'];Not_Hate
Akhir zaman itu nyata;['None'];Not_Hate
Akhirnya bisa terjawabkan kenapa Allah ciptakan neraka Karena buat menyiksa orang orang yang mengingkari kekuasaan Nya;['None'];Not_Hate
Akhirnya yg di atas dah pada menikmati hasil dgn riang gembira yg dbawah merasakan nikmatnya hotel prodeo Makenye orang dbawah mah cari duit yg berkah azz jd abadi buat di akhirat jg;['None'];Not_Hate
Akhrnya mata dunia sudah terbuka;['None'];Not_Hate
Akibat banyak makan babi ngepet nih;['None'];Not_Hate
Akooh si setuju;['None'];Not_Hate
Akooohhhh setuju banget min;['None'];Not_Hate
Aku Pemilih Pertama;['None'];Not_Hate
Aku bangga memilihmu;['None'];Not_Hate
Aku ga punya presiden;['None'];Not_Hate
Aku jg setuju;['None'];Not_Hate
