Comment;Target;Label
Mantab nih Mereka melihat sosok beliau begitu greget menjadi the next president;['None'];Not_Hate
Mantab pk Anis;['None'];Not_Hate
Mantab saya suka gaya mu Gus;['None'];Hate
Mantabb Usirrrr;['None'];Not_Hate
Mantabb ini baru wakil rakyat Pak N_Target tanggung jawabmu dunia akhirat Hati mengemban amanah;['jokowi'];Hate
Mantabbb;['None'];Not_Hate
Mantabbb kali bang;['None'];Not_Hate
Mantabbbbb;['None'];Not_Hate
Mantabbbbbbb;['None'];Not_Hate
Mantabsss kita dukung;['None'];Hate
Mantabz perkuat ukhuwah n silaturrahim jgn ksh ruang kehidupan u anjing ky gtu hasbunallah waa ni mal waa qiil;['None'];Hate
Mantaf;['None'];Not_Hate
Mantaff;['None'];Not_Hate
Mantaff x BPK kt ni baaahhh;['None'];Hate
Mantafff;['None'];Not_Hate
Mantap;['None'];Not_Hate
Mantap Ayo kemnapun koko pergi teriakin trus;['None'];Hate
Mantap BONGKAR ABIS;['None'];Not_Hate
Mantap Bandung;['None'];Not_Hate
Mantap Boleh juga tu bank syariah;['None'];Hate
Mantap Gus kami brsmmu;['None'];Hate
Mantap JIWA sampai kapanpun;['None'];Hate
Mantap Lanjutkan perjuangan bg anies dan bg sandi;['None'];Hate
Mantap No RIBA;['None'];Hate
Mantap Pak Anies beda banget Ama Ono menjijikan;['None'];Hate
Mantap Pak N_Target Your is the best of the Best GOVERNOR at INDONESIA;['aniesbaswedan'];Hate
Mantap Papua;['None'];Hate
Mantap Pisan;['None'];Not_Hate
Mantap Prabowo Presidenku;['None'];Hate
Mantap Saudara kita yng konsisten dng pilihannya dan dianggap menang oleh takyat walaupun dikalahlan KPU dan MK;['None'];Hate
Mantap Selamat tinggal Negara Sorong semoga jaya selalu;['None'];Hate
Mantap Sudah di kasih deadline Gak bisa mangkir lagi deh kalau di panggil;['None'];Not_Hate
Mantap a;['None'];Not_Hate
Mantap babe;['None'];Not_Hate
Mantap bandung;['None'];Not_Hate
Mantap bang Anies;['None'];Not_Hate
Mantap bang rocky;['None'];Not_Hate
Mantap benar deh;['None'];Not_Hate
Mantap bingit babe Haikal;['None'];Not_Hate
Mantap dah;['None'];Hate
Mantap dan keren;['None'];Not_Hate
Mantap dk;['None'];Not_Hate
Mantap dulur bandung aing;['None'];Not_Hate
Mantap gubernur rasa presiden mantap Bapak aja yg di lantik ya hehe;['None'];Hate
Mantap gus;['None'];Not_Hate
Mantap jatim jateng basis jokowi menang;['None'];Hate
Mantap jiwa;['None'];Hate
Mantap jiwa lestarikan;['None'];Hate
Mantap kaya raya deh pendukung plus jiwa rela berkorbannya tinggi sampai gedungnya aja mau galang dana Klau sebelah boro ngasih yg ada dikasih dibayar;['None'];Hate
Mantap klo ini eh klo Si anu O anu dmna ya Ngertilah si anu itu spa;['None'];Hate
Mantap kta nya menang telak d papua kog sampai segini nya nolak kelakuan antek nya jae;['None'];Hate
Mantap mungkin saya jg bakalan seperti itu kalo beliau lewat daerah saya bakalan teriak Prabowo;['None'];Hate
Mantap pak;['None'];Not_Hate
Mantap pak Anies gubernur DKI semoga sehat selalu mau banding kan takut di ciduk good job pak anies;['None'];Hate
Mantap pak Anis;['None'];Hate
Mantap pak Cocok jadi presiden Gubernur N_Target Semoga selalu Dalam lindungan Allah Aamiin;['aniesbaswedan'];Hate
Mantap pak anies;['None'];Hate
Mantap pak anies sehat selalu pak anies;['None'];Hate
Mantap pak anis capres prabowo wakil pak anis;['None'];Hate
Mantap pak jokowi;['None'];Hate
Mantap pak menohok sekali;['None'];Not_Hate
Mantap pak ustad Lanjutkan perjuangan muu;['None'];Hate
Mantap prabowo;['None'];Hate
Mantap rakyat emang jujur;['None'];Hate
Mantap setuju;['None'];Not_Hate
Mantap setuju banget;['None'];Not_Hate
Mantapp;['None'];Not_Hate
Mantapp bangettt pak anis selalu dalam dilindungan allah S W T dari segala pnyakit dan mara bahaya amin;['None'];Hate
Mantapp behhh hajar;['None'];Hate
Mantapp info nya masuk akal Gmana pak N_Target N_Target N_Target N_Target;['aniesbaswedan', 'suryoprabowo2011', 'dahnil_anzar_simanjuntak', 'fahrihamzah'];Hate
Mantapp ini negri orang tolol dplihara orang cerdas di penjara;['None'];Not_Hate
Mantappp;['None'];Not_Hate
Mantappp Pak ustadz Kerenn;['None'];Not_Hate
Mantappp The next presidente Proud of you goodbener;['None'];Hate
Mantappp inilahh pemimpin bangsa yg cerdass;['None'];Hate
Mantapppppp;['None'];Not_Hate
Mantapsss;['None'];Not_Hate
Mantapz;['None'];Not_Hate
Mantep nih;['None'];Not_Hate
MantuL;['None'];Not_Hate
Mantul;['None'];Not_Hate
Mantul Babe;['None'];Not_Hate
Mantul Gus Setuju;['None'];Not_Hate
Mantul babe haikal toptbanget deh ah;['None'];Hate
Mantul banget babe;['None'];Not_Hate
Mantul banget mudah mudahan jadi presiden Amin;['None'];Hate
Mantul bgt ga pake teks ga kayak si jae;['None'];Hate
Mantul bung fahri;['None'];Hate
Mantul emang hrsnya pk prabowo;['None'];Hate
Mantul gub indonesia;['None'];Hate
Mantul gus Semoga Allah SWT sll melindungi beliau Aamiinnn;['None'];Hate
Mantul malu lah pak yg lewat spa yg dpangil spa;['None'];Hate
Mantul mantuk kleb;['None'];Not_Hate
Mantul nih kalo tiap daerah begini;['None'];Hate
Mantul pa anis ngga cuma awe awe;['None'];Hate
Mantul pak e;['None'];Not_Hate
Mantul sakit gk tuh gk diakui rakyat;['None'];Hate
Mantul sekali pak gubernur;['None'];Hate
Mantull;['None'];Not_Hate
Mantull ini nama nya jemput bola;['None'];Not_Hate
Mantulll;['None'];Not_Hate
Mantullll;['None'];Not_Hate
Mantulllll;['None'];Not_Hate
Mantuul;['None'];Not_Hate
Mantuul pak anis;['None'];Hate
Mantuull;['None'];Not_Hate
Mantuullll;['None'];Not_Hate
Mantuuul babeh;['None'];Not_Hate
Mantuuull kachiaan hati nurani rakyat ga bisa di curangggiii broooo;['None'];Not_Hate
Mantuuullll;['None'];Not_Hate
Mantuuuul;['None'];Not_Hate
Manusia TAi;['None'];Hate
Manusia gak punya malu;['None'];Hate
Manusia gini ni disebut apa ya ambik karung aja deh;['None'];Hate
Manusia iblis;['None'];Hate
Manusia kebnggaan cebong;['None'];Hate
Manusia kyak gini harusnya d karungin buang k laut;['None'];Hate
Manusia najis;['None'];Hate
Manusia nya pada palsu;['None'];Hate
Manusia sekarang semakin kasar dan sadis tidak ada tata krama lagi massyallah;['None'];Hate
Manusia transferan dari tiongkok;['None'];Hate
Mari berpisah dengan Indonesia;['None'];Hate
Mari kita doa kan mudah an p Anis diberi kesehatan sama allah Aamiin;['None'];Hate
Mari kita doakan gusmiftah segera dijemput izrail Amin;['None'];Hate
Mari kita jihad bersama para ulama hidup sangat singkat maka mari kita bela agama Allah SWT jika agamamu dihina kau diam saja maka gantilah bajumu dengan kain kafan save UAS save para ulama;['None'];Hate
Mari qta nongton Peristiwa firaun dan nabi Musa As akan terulang;['None'];Hate
Mas brooooo NKRI itu dr sabang sampai merauke ktnyaaa bkn sumbar doaaaang itu sih wkt sy sd marilah sdr kt bangun sesuai dg kemampuan kt mulai dr dri kt klrg kita yg nanti utk anak cucu kita utk modal setelah kita mati;['None'];Hate
Masalah hati tidak bisa dibohongi;['None'];Not_Hate
Masalah ny kecurangan ny ini loh min;['None'];Hate
Masalah utamanya apa Gw rada bingung;['None'];Not_Hate
Masalahnya apa min N_Target tolong dijelaskan;['matahatirakyat'];Hate
Masalahnya apa ni Min;['None'];Hate
Masalahnya batas presiden x bisanya Mana bisa capres ke xnya Pasti di ganti yg lain makanya partai nasdem gerak cepat Soalnya anies udah populer x pada masyarakat Indonesia Pinter cerdas jujur Pentingin rakyat Dan bijaksana Berprestasi pula;['None'];Hate
Masalahnya jokodok kan hobinya nabrak aturan UU Itu nnti bisa bisa UUnya direvisi sm dia mengingat dia kan gk mau cuti dan UU cuti jg udah direvisi sm dia;['None'];Hate
Masallah;['None'];Not_Hate
Masgondroong ngomong opoo ikiii;['None'];Hate
Masha Allah;['None'];Not_Hate
Masha Allah Bung Karno;['None'];Not_Hate
Masha Allah pak Prabowo selalu di Hati;['None'];Hate
MashaAllah tabarrokallahu Fiikum;['None'];Not_Hate
Mashaa Allah;['None'];Not_Hate
MashaaAllah ALLAHUAKBAR KERENNN;['None'];Not_Hate
Mashallah;['None'];Not_Hate
Masih ada harapan;['None'];Not_Hate
Masih blm dilantik santai aja kita msh blm tau sandiwara yg sdh Allah siapkan utk N_Target selanjutnya;['prabowo'];Hate
Masih dak percaya c doi tukang bohong akibatnya begini dibui pembelaan dak ada insentip tinggal angan berharaplah kartunya dak bohong;['None'];Hate
Masih di Jawa aja si Jae nggak dianggap rakyatnya gimana kalau ke Sumatera pasti lebih nggak dianggap oleh masyarakat Sumatera;['None'];Hate
Masih dibilang hoax gak yah;['None'];Hate
Masih mau mbayar saja masih beruntung kok mau di naikkan secara paksa;['None'];Hate
Masih mending lah Drpd gak bisa wudhu gak pernah solat jumatan klo mau nyalon ja;['None'];Hate
Masih nunggu kelanjutannya nih bebas pake materai trus minta maaf atau di penjara atau dituding bahwa orng itu gila Masih penasaran gua;['None'];Hate
Masok bos kaji;['None'];Not_Hate
Massyaallah gak takut mati beneran ya;['None'];Hate
Masuk;['None'];Hate
Masuk Akal juga sih tapi kami percaya TNI;['None'];Hate
Masukin comberan aja;['None'];Hate
Masukin karung lempar dijurang selesai gtu jha repot;['None'];Hate
Masukin parit jak;['None'];Not_Hate
Masukkan ke penjara saja manusia seperti ini sok jago;['None'];Hate
Masya ALLAH Salam sukses sll Pak Anies;['None'];Not_Hate
Masya Allah;['None'];Not_Hate
Masya Allah Allahhu akbar ini kmrn pawai obor diBogor;['None'];Not_Hate
Masya Allah Smoga pak slalu shat dg lindungan Allah;['None'];Hate
Masya Allah maju kotanya bahagia warganya goodbenerr;['None'];Not_Hate
Masya Allah moga pak gubernur slalu sehat;['None'];Not_Hate
Masya Allah moga sehat selalu Pa Anies;['None'];Hate
Masya Allah pak Kok berasa presiden ya;['None'];Hate
Masya Allah ruaaarrr biasa Mantaaaaaaaaaaabb pak Anis;['None'];Not_Hate
Masya Allah sehat selalu bpk smga selalu dlm lindungan Allah;['None'];Hate
Masya Allah smg terjadi;['None'];Not_Hate
Masya Allah tabarakalah sht sllu pk pntang mnyerah;['None'];Not_Hate
Masya Allah yg lewat siapa yg dielu kan Prabowo Prabowo;['None'];Hate
Masya Alloh;['None'];Not_Hate
Masya Alloh dl kala sy pengagum beratnya luluh lantak dan hlg seketika stlh beliau msk jd teamses org sono dan menjelek jelekan pak Prabowo bahkan menjd sangat benci tp skrg Alhamdulillah stlh tau beliau pak Prabowo yg ambil dan Insya Alloh menjd baik skrg kekaguman mulai ada lagi Smg ttp istiqomah dan tdk loncat sana sini Sehat dan sukses sll mas Anies Aamiin Ya Robbalalamiin;['None'];Hate
Masya allah;['None'];Not_Hate
Masya allah Saya berharap makin banyak pemimpin yg soleh;['None'];Hate
Masya allah semoga anak kita seperti dia aminn;['None'];Hate
Masya allah tabarakallah;['None'];Not_Hate
MasyaALLAH TABAROKALLOH;['None'];Not_Hate
MasyaAllaaaaaah BENER BGTTTTT;['None'];Hate
MasyaAllaaaaaah smg Allah SWT senantiasa menjaga Habib Rizieq dan laskar FPI beserta keluarga nya AamiiN YRA ULAMA;['None'];Hate
MasyaAllah;['None'];Not_Hate
MasyaAllah Allahu Akbar;['None'];Not_Hate
MasyaAllah Pemimpin yg cerdas Arif dan bijaksana rendah hati gubernur super sekali;['None'];Not_Hate
MasyaAllah sehat slalu pak Anies;['None'];Hate
MasyaAllah semoga Allah merahmati pak N_Target;['aniesbaswedan'];Not_Hate
MasyaAllah setuju sekali;['None'];Not_Hate
MasyaAllah tabark Allah;['None'];Not_Hate
MasyaAlloh;['None'];Not_Hate
MasyaAlloohhh;['None'];Not_Hate
Masyaa Allah;['None'];Not_Hate
Masyaa Allah indahnya kebersamaan merajut kebangsaan;['None'];Not_Hate
MasyaaAllah tabarokalloh;['None'];Not_Hate
Masyaallaah pak anies capres yad y pak;['None'];Hate
Masyaallah;['None'];Not_Hate
Masyaallah bangganya sayaaaaaaa Bangga padamu pak N_Target sbaswdan Bangg;['aniesbaswedan'];Hate
Masyaallah kebanggan indonesia;['None'];Hate
Masyaallah sehat sll habib SMG ALLAH sll melindungi dimanapun habis Rizieq Shihab berada aammmiiinnn;['None'];Hate
Masyaallah smoga slalu dalam lindungan allah pemimpin idaman rakyat;['None'];Hate
Masyaallah tabarokallah;['None'];Not_Hate
Masyaallah terpampang nyata ya gaeeesss;['None'];Not_Hate
MasyaallahN_Target;['laras_srn'];Not_Hate
Masyarakat memilih prabowo tpi yg jdi presiden jokowow Ngapa harus ada pencoblosan;['None'];Hate
Masyarakat sekarang sudah pintar dan tidak bisa dibohongi;['None'];Hate
Mata sipit Belagu;['None'];Hate
Mata sipit mah gitu suka bicara dengan kata A JING dengan gubernur dulu;['None'];Hate
Mata sipit yg songong;['None'];Hate
Matamu it;['None'];Not_Hate
Matamu picek;['None'];Not_Hate
Mati kauu binatang;['None'];Hate
Mati listrik Damascus terulang lagi di Indonesia;['None'];Hate
Matikan aja manusia iblis neh jijik x dengar mulut nya neh;['None'];Hate
Matilah biarlan anjing anjing berpesta babi;['None'];Hate
Matilah kau dlm kehinaan kaum munafik;['None'];Hate
Mattiinn skaliann;['None'];Not_Hate
Mau Banget min;['None'];Hate
Mau Dibawa ke mn peradaban Negri Ini Wahai Saudaraku yg Di Papua pertahankan NKRI Kt demi keutuhan Kt bersama;['None'];Hate
Mau cari surplus kita yg mampus gak udeh;['None'];Hate
Mau di sembelih buat kurban tp dagingnya haram;['None'];Hate
Mau khilafah gak lu kalo gak berikan alasan menurut Alquran;['None'];Hate
Mau komen sudah di wakili kepsen;['None'];Hate
Mau komen takut di ciduk dan di cap radikal;['None'];Hate
Mau merawat kecantikan kulit memelihara kesehatan tubuh serta aman dikonsumsi bagi Ibu menyusui Yuk Kak cek di Bio kami ya Makasih;['None'];Hate
Mau mindahin ibukota emang gableg duit lu jok;['None'];Hate
Mau nambah tinggi badan cm Konsultan langsung ke whatsap kita kak;['None'];Hate
Mau nanya idiologi pancasila negara mn saja yg pakai Dan sudah kah memakmurkan rakyat Tanya yg paham tolong jelaskan;['None'];Hate
Mau ngakak takut dosa wakakakakkkk;['None'];Hate
Mau ngatain boleh ga;['None'];Hate
Mau nipu rakyat gak kompak;['None'];Hate
Mau pemimpin seperti umar boleh la ups seperti umar juga gpp;['None'];Hate
Mau skrg ajaaa Jd Presiden;['None'];Hate
Mau tambah tinggi cm dalam minggu;['None'];Hate
Mau tanya UU atw aturannya Presiden dan Wk Matihampir bbarengan apa pemilu ulang atw dtntukan oleh MPR ssuai usulan partai pengusung;['None'];Hate
Mau tidur jam kek mau tidur gak bangun lg kek emang gue pikirin;['None'];Hate
Mau videonya dong min;['None'];Hate
Mbah kiayi sudah tenang senang mardeka di sisi allah swt rasulullah di hantar ummat rasulullah pergi nya di doain zuriad rasulullah yg terpampang nyata IB HRS bahagia nya mbah moen hanya wali yg bisa merasa kan sesama wali kalo mahluk ber busuk pasti susah nerima lihat saja nanti mati tuh para togog mudahan gak kecium bau bamgke nya min;['None'];Hate
Mboke kena tuh;['None'];Hate
Mcm binatang tu org main tendang aja Rakyat mau cari mkn oi Sadar sikit otak di pakek;['None'];Hate
Media corong komunis bani togog;['None'];Hate
Media itu tergantung sapa yg bayar yg bener aja lu tong tidur yg cukup dlm sehari itu adalah min jam klo kurang dari jam maka akan kelelahan lalu MATI;['None'];Hate
Media luar aja udah memprediksi;['None'];Not_Hate
Mediaa media taikk;['None'];Not_Hate
Memalukan;['None'];Not_Hate
Memalukan saya aj yg nonton video nya malu bgt tapi dia koq enggak ya;['None'];Hate
Memang semua bumn itu akan dimatikan nanti yg masuk aseng semua;['None'];Hate
Membela Agama di curigai dan di persekusi LGBT di lindungi Anda Luar biasa makin sengklek;['None'];Hate
Membela Islam bukan berarti lebih hebat daripada Islam ini ngawurrrrrrr;['None'];Hate
Membudayakan promosi impor;['None'];Not_Hate
Memindah ibu kota ya bagus daripada memindahkan ibu anda;['None'];Hate
Menag keblinger Ra mutu;['None'];Not_Hate
Menang Tpi Gk Lega Baru Ada Di Zaman Kini;['None'];Hate
Menang atau dimenangkan bu;['None'];Hate
Menang di MK di lapangan ga tau dah;['None'];Hate
Menang karna curang tapi rakyat tidak mengakui di jokodok presiden karna hasil dr kecurangan Kan goblok menang aja masih ribet cari sensasi legitimasi dr rakyat gue mah ogah;['None'];Hate
Menarik;['None'];Not_Hate
Mencla mencle;['None'];Not_Hate
Mending ahy aja;['None'];Not_Hate
Mending kluar dr BPJS lah;['None'];Hate
Mending pejabat itu mundur saja terlalu banyak nganu nya;['None'];Hate
Mending uangnya buat bayar hutang bukan malah nyari hutang tambahan buat mindahin ibukota ckckckckck dimana ya kepalanya;['None'];Hate
Mendunia ya Pas dech;['None'];Not_Hate
Menggorok leher manusia lebih manusiawi dibandingkan membawa lambang tauhid gendeng Iki wong;['None'];Hate
Mengorbankan Rakyat demi nama baik;['None'];Not_Hate
Mengundurkan diri itu lebih baik ketimbang ga mau mengaku membeli bus rongsokan;['None'];Hate
Mengurangi sampah plastik Bambu ramah lingkungan;['None'];Hate
Menjaga stamina kesehatan dan penyembuhan penyakit dengan terapi alami minum air rendam botol dr water made korea Miliki botolnya informasi dan konsultasiwa call;['None'];Hate
Menjijikkan;['None'];Not_Hate
Menjual islam untuk kekayaaan dunia astagfirullah;['None'];Hate
Mental kurupuk;['None'];Not_Hate
Mental pakde kuat bgt ya bagaikan tembok ber semen holsim kalau orang normal nya dh hncur tuh mental;['None'];Not_Hate
Menteri agama semoga segera dicabut nyawanya sama Allah;['None'];Hate
Menteri nya yg perlu di investigasi;['None'];Hate
Menteri ora ngenah;['None'];Not_Hate
Menteri terkewer kewer klo ngomong;['None'];Hate
Mentri lgbt;['None'];Not_Hate
Mentri togog;['None'];Hate
Mentrine dlm otak goblok;['None'];Hate
Mentrinya Alay;['None'];Not_Hate
Menunggu berita duka cita manusia ini;['None'];Hate
Menunggu muka mbaknya;['None'];Hate
Menurut MK itu bukan kecurangan Menurut Raja Curang Bukan urusan saya yg penting gw dimenangkan Menurut Al Qur an Yang curang pasti celaka;['None'];Hate
Menurut saya jokowi bukanlah umar dia adalah jaenudin;['None'];Hate
Menyambut perayaan kemerdekaan republik Indonesia d nodai;['None'];Hate
Menyedihkan;['None'];Not_Hate
Menyejukkan ya penjelasannya pak goodbener;['None'];Not_Hate
Menyibak air terpercik muka sendiri;['None'];Hate
Merampuwik;['None'];Not_Hate
Merasa berkuasa;['None'];Hate
Merdeka;['None'];Not_Hate
Merdeka Papua;['None'];Hate
Merdeka usir amber dari papua;['None'];Hate
Mereka Bukan Cebong;['None'];Hate
Mereka cuma alat dikibulin;['None'];Not_Hate
Mereka diadu dengan FPI tapi sdh ketahuan FPI tdk punya salah apapun dlm hal ini Alhamdulillah mereka tdk menyerang FPI;['None'];Hate
Mereka dikuasai nafsu kekuasaan yg tdk jauh dari uang pangkat jabatan dan membagi kekuasaan pd keluarga keturunannya Cara apapun akhirnya dilakukan Walau salah Walau berdosa Walau mengorbankan orang senegara;['None'];Hate
Mereka ganteng tapi kok jijik ya liat nya;['None'];Hate
Mereka juga dongok seh kemaren cuma diundang makan ke istana stlh itu lsg kayak orang kesetanan bela mati an skr mrk dibuang di tong sampah baru dah nyinyir;['None'];Hate
Mereka lg naik daun;['None'];Not_Hate
Mereka mengaku ormas islam tapi anti khilafah Ada yg bisa ketok palak sampe ketemu jawaban;['None'];Hate
Mereka semakin diberi angin oleh pemimpin negeri ini;['None'];Hate
Mereka tulus jujur;['None'];Hate
Mereka yg menikmati uangx kita yg suruh bayar enak pala lo ya Siap nanti org g pake bpjs semoga allah berikan kita slalu kesehatan ya dan jgn sampai allah kasih kita penyakit yg berbahaya krna bpjs skrg bkn meringankan rakyat tp menyiksa rakyat;['None'];Hate
Meres rakyat;['None'];Not_Hate
Merinding mendengarnya lindungilah habib riziq ya Allah;['None'];Hate
Merinding ya allah;['None'];Not_Hate
Merugikan pejabat menguntungkan rakyat kecill adalah kriminal Fuck lah buat pemerintah rezim ini;['None'];Hate
Meski kalah pilpers tapi menang dihati rakyat;['None'];Hate
Mf pakde Jokowi bpak gk diakui oleh rakyat nya sendiri jadi pemimpin bangsa baiknya bpak mundur demi kebaikan bangsa serta rakyat Salam bravo;['None'];Hate
Mg jd presiden pak aamiin;['None'];Hate
Min Ini kapan yah interview nya Gw coba tutup mata dengerin pk Anies bicara Alhamdulillah ucapannya saya ngerti Hehehe;['None'];Hate
Min N_Target kalo nggak salah denger mahasiswa papua itu mengibarkan bendera opm saat an kemarin Iya ndak sih;['matahatirakyat'];Hate
Min apa bener mau ada revolusi;['None'];Hate
Min itu slide sengaja apa sengaja min;['None'];Not_Hate
Min kalo mau lihat video fullnya dmn ya;['None'];Hate
Min ralat min itu bukan manusia;['None'];Hate
Minggaaat masss eke mending jaga gerejaa dapat nasi bungkus dan uang ngudud Lariiiiiiiii ada opmmmmmmm Hahaha Hahahaha Hahahaha;['None'];Hate
Minggo orangvinibdibrangus aja kayakbanjing biar gak menyalak terus;['None'];Not_Hate
Minta diinjak batang lehernya;['None'];Hate
Minta merdeka sepertinya;['None'];Hate
Minta tolong kpu noh biar bebas kan video di sosmed gak bisa jadi alat bukti;['None'];Hate
Mirip AHOK;['None'];Not_Hate
Mirip ahok tengil mirisnya negri ini hukum akan tumpul pada majikan;['None'];Hate
Mirip denzel washigton gak sih;['None'];Not_Hate
Mirip mafia Hongkong tampangNya;['None'];Hate
Mirip min waktu mudanya;['None'];Not_Hate
Mirip penyanyi lagu jawa sapa dah;['None'];Not_Hate
Mirip yg kemarin kalau marah;['None'];Hate
Miris;['None'];Not_Hate
Miris di negeri ini lambang islam sangat anti lambang pki di lindungi;['None'];Hate
Mirisss;['None'];Not_Hate
Mklum klo bpk jamu idupnya di kolam taeklan;['None'];Hate
Mksdny gmn ni Pedagang kecil gk boleh jualan lg;['None'];Hate
Mm ini ada buktinya knp ga dipake MK kasian ya mbae n pae;['None'];Hate
Mmg ad pengcoblosan surat suara jd bingun aq;['None'];Not_Hate
Mmg cocok ya jd presiden doain ya bu presenter kan enak kalo presiden bs d ty ty gitu dan jwbnya juga mantull;['None'];Hate
Mmg pemimpin yang mampu;['None'];Not_Hate
Mmmhhh yg kebanyakan untung cukong SPBU rakyat kecil mah kebagian imbasnya;['None'];Hate
Mntaaaappp jiwa pak Anies sukces selalu Amin Ya Robbal Alamin;['None'];Hate
Mntap;['None'];Not_Hate
Mntap siapa yg lurus akan trbuka smuanya amin;['None'];Hate
Mo diganti sm pekerja asing kynya;['None'];Not_Hate
Mobilnya bagus bagus;['None'];Not_Hate
Model muka kaya gini nih yg biasanya d sembah oleh cebong;['None'];Hate
Modusss Cebong PKI MAFIA PENJILATTT munafikkkModusss Cebong PKI MAFIA PENJILATTT munafikkk;['None'];Hate
Modusss Cebong PKI MAFIA penjilat munafikkk;['None'];Hate
Modusss Cebong PKI MAFIA penjilattt munafikkk;['None'];Hate
Modyaaaarrr ndazee kopyorrr;['None'];Not_Hate
Moga mas N_Target segera mendapatkan hidayah Aamiin;['gusmiftah'];Hate
Moga moga dah harap harap moga moga benar;['None'];Not_Hate
Mohon maaf ngga perlu di ingat lagi kita di akan saja mudah mudahan mereka Yg meninggal akibat kekerasan mendapat ampunan dan Rahmat Nya Aaamin;['None'];Hate
Momen epik nih N_Target N_Target;['iqbalmustian', 'syafiq_abdullah75'];Not_Hate
Monggggoooo baca sejarah dulu yaaaaa biar lebih pintar;['None'];Hate
Monkey;['None'];Not_Hate
Monyet cukur rambut;['None'];Not_Hate
Monyet emang yg mindahin siapa yg dituduh siapa judulnya provokator;['None'];Hate
Morning;['None'];Not_Hate
Move on donk Lo cebong gajah depan mata Lo kaga liat giliran curut sebrang laut kliatan pSI tenggelamkan;['None'];Hate
Mpok Nur mah dijamin ajib;['None'];Hate
Mreka itu buta tuli dan muka tembok Revolusi sbelum terlambat;['None'];Hate
Msih lama kok sdh mikir Jabatan;['None'];Hate
Mu nanya emang Jokowi mirif prabowo ea sehinga Jokowi di teriyaki prabowo;['None'];Hate
Mualai congkak yaa min N_Target gimana ini ustadz N_Target bang N_Target;['keadilanrakyatindonesia', 'ayahkembar', 'ariekuntung'];Not_Hate
Muantabb gus mmng itu yg sebenarnya terjadi;['None'];Not_Hate
Muantappp ngakak kwkwkwkk emng pinter dh;['None'];Hate
Mudah Han pa Prabowo yg di lantik MPR kalau itu mengikuti aturan uu;['None'];Hate
Mudah an Perusahaan PLN ini tidak dijual sama CHINA Min;['None'];Hate
Mudah an aja pasti nanti ada aja uud baru di bikin;['None'];Hate
Mudah an segera bertobat dan menjadi muslim yg menegakkan Amar Ma ruf nahi Munkar sebelum tiba ajalnya;['None'];Hate
Mudah an seluruh wilayah ky gini biar dia malu si Joko mah suruh jd presiden Bali aja tuh sono dasar presiden curang;['None'];Hate
Mudah bukan bencana untuk kalimantan;['None'];Not_Hate
Muka aja udah muka sipit;['None'];Hate
Muka angpaoh;['None'];Hate
Muka babi pendukung cebong;['None'];Hate
Muka cabul wan onta;['None'];Hate
Muka dan kelakuannya mirip;['None'];Hate
Muka gabener mirip bemper bemo;['None'];Hate
