Username;Comment;Target;Label
roylast121;N_Target ga jelas ya sama dong kaya FPI hahaha;['zakysef'];
midwife_rima;N_Target ga malu mbak urat malu nya udah putus;['larasifa23'];
roylast121;N_Target ga ngomong apa lg jawab takbir aja;['rahmaddani89'];
ilyas.zabidi;N_Target ga sadar diri;['indah_barqizaviera'];
sriumamah;N_Target ga salah kalau sy mnyebut nurani anda kompor;['dedegpidekso12'];
rahayu98x;N_Target ga sempet ngaca bun krn sibuk mikir kpn pindahan ibukota;['dinaytalavie'];
faiz_nizhamuddin_aslam;N_Target ga usah absen kluarga mu lah bro;['mjamallud1n'];
iwan_suhendri;N_Target ga usah ngarep mahasiswa rakyat aja langsung turun;['harnisrg'];
yusufswn;N_Target gaboleh rasis;['irasafitri53'];
zakysef;N_Target gading aren ya;['pelangi_air_mata'];
cahyoemiryl__;N_Target gagal bro coba lagi yah jgn menyerah coba deh di akun kpop fans kpop kan gampang triggred kalo disini keknya gak mempan lagi;['maung_cioma'];
pendik_rezzpex;N_Target gak berani ngeritik aku bro attuuuutt;['adly_frz'];
hendrihy1979;N_Target gak berdab kamu saudaraku Sadarlah jgn sembarang tulis;['jubelpurba'];
lilalyla32;N_Target gak jelas dan gak mutu;['by'];
nisfufaisalfahmi;N_Target gak malu kau itu junjunganmu sampai mgemis pengen ketemu pak prabowo Bodoh gratis bro tapi tolong jangan diborong sendiri;['agusbudisantosa'];
nakamura1987_;N_Target gak mau ah cina;['pejuang1745'];
arm880000;N_Target gak mirip bro kalau didi kempot seniman Tapi klo yg ini sentimen;['lunckylee'];
_________burung_perkutut;N_Target gak mungkin bung bebas soalnya;['febryan_ap'];
arm880000;N_Target gak setujh gak opo cangkemmu suwekk;['gusmiftah'];
dorayaki_transforming;N_Target gak siap d beri nasihat dia;['estu'];
hendrihy1979;N_Target gak substansi omongan mu Sudah silakan dngn jln fikiran mu;['jubelpurba'];
rai.pasya;N_Target galakmya sm orang kita sm orang papua diem bae;['betawi_shengkhe'];
nngasimo;N_Target gambarnya dadijual tubos;['nani'];
joesiregar;N_Target gara apa min kronologi awalnya gmna;['matahatirakyat'];
havidamrlh;N_Target gasssss;['nnsprtn'];
imamsupriyatman81;N_Target gedebong pisang wkwk;['premantobat073'];
jejak_akhir_zaman;N_Target gendeng;['noor_khaz'];
jaleranku_saka_kulino;N_Target gimana kalo pengingkar janji;['yannaiddris'];
keadilanrakyatindonesia;N_Target gimana min kita buat;['nanda_hermawan05'];
rahayu_maurer16;N_Target gk bisa tepati janji pemilu yaa gtu deh istna mau dipindahkn gtw apa kalimantan paru dunia;['undangan_jihan'];
rrbenar_inst;N_Target gk bsa bang skrg org verlomba jdi importir brg china Udh parah Tgl tgu waktunya saja indonesia begiru;['ajibdani'];
zakysef;N_Target gk jelas luh;['roylast121'];
titiekfachlevi;N_Target glepaakkkk;['premantobat073'];
shaoguskar;N_Target goblok;['zumuctar0879'];
abdearnoto;N_Target good;['82'];
noor_khaz;N_Target gpp it s okeh emang tull juga sii;['premantobat073'];
rahayu_maurer16;N_Target gpp kita anak singkong gk mampu beli sembako mkn singkong msih bsdemi negara ini;['supraimaniar'];
niek_malik;N_Target gubernur indonesia kan yaa ini yaaa;['isnarifqi2321'];
sumakmurmujio;N_Target gubernur melebihi presiden ini maaah IQ nya;['ige'];
syamdhan5;N_Target gubernur rasa presiden;['sahrian_tio'];
emangchincai;N_Target gue gk peduli krna polisi diperintahkan membela salah satu paslon;['alia_galb'];
agustrionin;N_Target gue juga HERAN bro kenapa gue komen di komentar yg BUKAN URUSAN SAYA;['sang_asadullah'];
ong_geng;N_Target gue kesel sama org seperti mereka bukan bikin tenang suasana malh memperkeruh suasana mungkin dia memng salah satu profokator Saya dan temn dikalimantan siap ngebela NKRI KLO PERLU siapa berburu kepala hnya untuk org seperti mereka Jgn heran klo suatu saat nanti diantara mereka tengkorak kepalanya pada Lembek Hati papua keras main panahan kami dikalimantan lebih keras tapi punya aturan bukan;['dediaribowo'];
pelangi_air_mata;N_Target guru bhs indonesia ya bng;['nicoagan'];
adhitya2107;N_Target gw gak butuh dukungan lw;['mjamallud1n'];
nst.al.sandi_irsan;N_Target ha ha ha ha ngikut aja deh;['herikurniawan43'];
walid3128;N_Target ha ha ha yg bener;['wahyu_ashari89'];
puji_sutomoo;N_Target habaib aja ada yg suka mencaci terang an kan miris dipanggil habib tp kelakuan kek gt;['budihrjn23'];
yatnaafri;N_Target hadddeh jadi ge er si mimin mah;['islam_cahayahidupku'];
keadilanrakyatindonesia;N_Target hadehhh akun sampah;['mohsultoni70'];
ahliannor_saikungan;N_Target hahaa PENCITRAAN;['p'];
sesamaulida;N_Target hahaa Sedih pnya siden mk dn kpu bgtu tingkah;['pelangi_air_mata'];
ajiiieeeee;N_Target hahaaa mana minta dong nasi padang nya;['rahayu_maurer16'];
premantobat073;N_Target hahah maap Mak;['rosmalizar'];
premantobat073;N_Target hahah pasukan nasi bungkus;['aufgumeres'];
akangglend;N_Target hahaha;['hasyimhasl'];
republiknasionalis.id;N_Target hahaha Rezim somplak bu;['laila_'];
mohamad.lutfan;N_Target hahaha dia itu lagi nyindir pihak sebelah biar logika akal sehatnya muncul;['vivivitanovita'];
ajiiieeeee;N_Target hahaha gak lah paling mba nya saya makan;['rahayu_maurer16'];
billykenzie;N_Target hahaha mantaaap;['herdajamalludin'];
padhilpadhil44;N_Target hahahah nama pakai muhammad tp pembenci cucu nabi Salah buat orang tua nya buat nama ne kyk nya;['mvpratama2018'];
jardani.jamilovich;N_Target hahahah politikz;['siskaputir'];
alexandrave.poppy;N_Target hahahah setuju NATO good bener ini NO ACTION TALK ONLY;['sofyan'];
ferry_draker;N_Target hahahaha mimin bisa aja;['pelangi_air_mata'];
ariipermana;N_Target hahahaha uda GOBLOK TOLOL lgi BGSD;['mjamallud1n'];
agusbudisantosa;N_Target hahahahahaha Sudah sya borong smua tp kampret kok masih idiot semua Apa mungkin kamprett idiot permanen alis keidiotan yg hqq;['nisfufaisalfahmi'];
day_100999;N_Target hahahha biasa anjing teman ku keluarkan lidah heheheh nga singgung y;['aku_pengikutmu1'];
fitriayu0209;N_Target hahahha pastii iyyaaa;['rdiansyahdonal_18'];
nakamura1987_;N_Target hahahhaha doi mah pinggiran;['pejuang1745'];
cachaaliza;N_Target hahahhh bisa ajaa;['premantobat073'];
lala.pwkt;N_Target hallah nga di belah negrii ini jga udh hancurr kalleee dikit ngancem nyidukkk penjara penuhhh cebby;['rizki_harun'];
emangchincai;N_Target hanya di zaman skrg BUMN HAMPIR BANGKRUT;['alia_galb'];
lulu_il_maknun010918;N_Target haoks;['wongso_08'];
rahayu_maurer16;N_Target harap tenang rakyat harap tenang jagalah kesehatan anda jgn krna iuran naik kalian pada sakit n demi ngeklaim bpjs;['supraimaniar'];
keadilanrakyatindonesia;N_Target harga mati oposisi;['iyus_dilah'];
inkaputri81;N_Target hari ini Demo Mahasiswa Papua di Bandung;['sebaztianonie'];
iik.chartika;N_Target harusnya panglima yg bergerak malah diem aja aneh;['abdi_mbm'];
muhammadfauzy313;N_Target hati berjilbab itu artinya hati nya terbungkus dalam arti hidyah tidak bisa masuk;['najwashihab'];
alfigio;N_Target hati yang kotor yang gitu gak bisa melihat orang lain sukses;['achmadbachtiar'];
adindaaja016;N_Target hati yg berjilbab yg gmn ya Kaya hatimu yg nyebong itu kah;['najwashihab'];
erickginanjar;N_Target hatur nuhun;['herisumarli'];
kolam_cebong;N_Target hayo di tunggu kepindahannya;['pelangi_air_mata'];
mariamaryam350;N_Target hebat bikin malu negara BUMN bangkrut memecah belah masyarakat hebat plonga plongonya hebat hutangnya;['hendrajay8881'];
premantobat073;N_Target hehe;['muslimspride'];
harnisrg;N_Target hehe iya kasian tuh pada yang punya BPJS mau gak lanjut juga udah terlanjur banyak uang yang masuk ke bpjsnya;['yunia_fatmawati'];
premantobat073;N_Target hehe maaf ya kalo kurang sopan;['noor_khaz'];
muhammadfikrisaleh25;N_Target hehe saya etnis cina mas alm ibu saya cina tapi alhamdulillah saya bukan komunis;['kolektor_rombenx'];
yunia_fatmawati;N_Target hehe semoga di beri kesabaran yg luar biasa sodara kita yg sudah terlanjur pakai N_Target ya mbak;['harnisrg', 'bpjskesehatan_ri'];
yenitetriyana_;N_Target hehehe kita ks senyum aja org beginian lawan mereka sama dgn lawan abujanda atau si ireng aldy yaa like people said better keep silent and give smile than arguing with dumb;['justadumbo'];
estu.in;N_Target hehehe yg sabar iaa;['almuhajir'];
toto.bob.1654;N_Target hehehehe teruskan perjuangan nya km sekarang lg mikir bagaimana indonesia bs maju demi anak cucu km nanti;['wulanantania'];
yunia_fatmawati;N_Target hehhe iya kesal aja liat rezim skrg ini mba apa smua naik;['harnisrg'];
premantobat073;N_Target herannya kenapa de;['hidayani1307'];
pelangi_air_mata;N_Target hhaa;['ahmad0809_gw'];
pelangi_air_mata;N_Target hhaa Bener bngt tuh;['astinamauly_thalib'];
pelangi_air_mata;N_Target hhaa Betul;['iwan_suhendri'];
pelangi_air_mata;N_Target hhaa Iya bener;['warawirikuliner'];
pelangi_air_mata;N_Target hhaaa Apa to bng;['basirkriwil'];
pelangi_air_mata;N_Target hhaaa Bikin otobiografi sendiri;['trikaheni'];
pelangi_air_mata;N_Target hhaaa sekolam bng;['malikaabdat_'];
pelangi_air_mata;N_Target hhe;['lenaria6'];
pelangi_air_mata;N_Target hhee;['purwadipurwa759'];
pelangi_air_mata;N_Target hhee Ilmu cahaya kurng bermanfaat di jkt Bs malah dpt kartu pra kerja di jkt;['kolam_cebong'];
pelangi_air_mata;N_Target hhee Itu hebatnya polisi kita;['zakysef'];
pelangi_air_mata;N_Target hhee Iya bener;['mulyadi_m16'];
pelangi_air_mata;N_Target hhee Iya bener tuh kak;['nur300482'];
pelangi_air_mata;N_Target hhee Iya nih Seharian emosi Efek siklus x yaa;['pejuang311'];
pelangi_air_mata;N_Target hhee Iyalah;['ayu_sulistya'];
pelangi_air_mata;N_Target hhee Luar biasa kn;['naura'];
pelangi_air_mata;N_Target hheee;['langit_bumi_soundsystem'];
pelangi_air_mata;N_Target hheee Bener tuh;['vinspt11'];
kang_hidayat_official;N_Target hhehhe Kita doakan semoga beliau allah bukakan hati dan fikiran nya Baik dri stap presiden dan stap pemerintah yang lain sehingga i dinesia di pimpin oleh orang jujur;['fennyrafinahrasyid'];
pelangi_air_mata;N_Target hhhaa Bs aja kak;['msyulymarthadiraja'];
pelangi_air_mata;N_Target hhhaa Emngnya dia mknn Bs muntah trs kita bang;['mohammadmardiono'];
pelangi_air_mata;N_Target hhhaa Iya biar rakyat kecil bs hemat byr listriknya;['linnydharma'];
pelangi_air_mata;N_Target hhhaa Kejam itu commentnya;['noni9112'];
pelangi_air_mata;N_Target hhhaa Rakyat yg baik mmng harus hafal sm presidennya;['elangdigital'];
pelangi_air_mata;N_Target hhhaaa;['barzcoituzers'];
pelangi_air_mata;N_Target hhhaaa Ampuuun bng Piss jgn dilaporin yaa;['malik'];
pelangi_air_mata;N_Target hhhaaa Betul betul betul;['aku_meoww'];
pelangi_air_mata;N_Target hhhaaa Bisa tuh Ide keren Takutnya hamil kl jd ibu kota;['haysia0208'];
pelangi_air_mata;N_Target hhhaaa Mungkin itulah yg disebut keras kepala;['bamzwidodo'];
pelangi_air_mata;N_Target hhhaaa Ternyata sama ya bng;['malik'];
pelangi_air_mata;N_Target hhhaaaa;['aliyahzaii'];
pelangi_air_mata;N_Target hhhaaaa hebaaat Polisi sm cahaya cinta x yaa Jd sering diliatin;['kolam_cebong'];
pelangi_air_mata;N_Target hhheee;['qnsheijs'];
harris_says;N_Target hhhh bener mbak;['anami_dewi'];
pelangi_air_mata;N_Target hhhhaaa Mukanya mah ngk bs dilalsuin kak Dah jelek dr sononya;['ermaprihartini'];
pelangi_air_mata;N_Target hhhhaaa Sa ee;['laesayuniastuti6'];
