Username;Comment;Target;Label
mohamad_irwansyah02;Depan gw sini ngomong begitu;['None'];
zainal_al_batawie;Depan panggung orkes dangdut ye;['None'];
ita6323;Di Indonesia malah ada yg benci sama arab dan keturunannya padahal dia islam;['None'];
slumkd0nk;Di Indonesia warga keturunan China bebas masang simbol aksara china;['None'];
iqbalaw5_;Di Medan orang kayak gini biasanya mati nya cepat loh sekali kali suruh ke medan;['None'];
epi_supriyadi;Di TV ga ada ya;['None'];
denisetiaaji;Di TV inggris muncul Sebagai warganya bangga;['None'];
cyber_badar_army;Di YouTube judulnya apa sis N_Target;['nenden_ifanaly'];
raahidayah;Di aceh daerah mibo sampai sekarang masih ada spaduk kemenangan prabowo sebagai presiden besar pulak tu bangga kami bersama prabowo;['None'];
akbaradi18;Di ajakin duel bisa kali nih orang Eh orang Si anjing deng;['None'];
andyarta_yaz;Di balsem mungkin cocok buat dia;['None'];
cahoy_apparel13;Di bandung iraha euy cc N_Target;['ridwankamil'];
rafi___al___khadafi;Di bikin meme lucu nih pas waktu terakhir pas bilang kenapa gua edit seburan api wkwk;['None'];
nur_cholis71;Di blur aja dong foto nya biar kami merasa penasaran gitu min;['None'];
decosemon;Di daerah sya ada SPBU itu pling dekat perjalanan naik motor itu sekitar jam lebih itu ngebut Adanya pertamini itu sangat membantu meskipun harganya lbh mahal jd rb tp y wajar Dri pada mesti ke SPBU jauh cuma buat beli bensin liter Ini cara berpikir pertamina gimana Emang siapa yg dirugikan Klo gitu rakyat bisa nuntut balik pertamina krn tdk bangun SPBU di setiap desa sehingga menyulitkan rakyat yg butuh BBM;['None'];
bungabesi99;Di doakan ulama bisa beneran mati lu bro hadeh;['None'];
alquswa__;Di fakultas teknik masih banyak;['None'];
diandedy_gusaddinbatik;Di fatehah i ben ndang budal neng neroko;['None'];
muh_arvi_an_najim;Di fly over jl Kota casablanca jkrta timur sudah di kibar kan tuh N_Target Ngeri ngeri sedap ngeliat nya juga merah merah gimana gituh;['nenden_ifanaly'];
atap_gedek02;Di jadikan KAMBING HITAM lagi;['None'];
jimotj;Di kebiri aja mulut nya min;['None'];
dee_dee6407;Di komplek paspampres kalah suara;['None'];
ozbink;Di mah gk bgtu klo blm rmh sawah harta blm tercapai kayak blm mau tuh walaupun mati bergelmpang dosa pun mati tak mau;['None'];
daffarahmanhakim;Di mana rumahnya gw pengen ajak perang;['None'];
jhokers_;Di negara lain presiden pusing mikirin rakyat nya di negara rakyat yang pusing mikirin presiden nya;['None'];
buburgorengdjamins;Di negara tailen ada loh orang dungu;['None'];
b.i.p_project;Di negeri dongeng inilah ada kaum yg semskin di depan;['None'];
khalilbadawi3;Di persekusi aj tu kakak;['None'];
heri.nugroho.7528;Di proses polisi gak ya Eh tunggu karena dia anggota grop onoh kemungkinan tidak diproses dah Mosok jeruk makan jeruk;['None'];
vie_luvie;Di rebus aja Habis itu buang ke sungai biar di makanih ma tuh cebong;['None'];
tahirselly494;Di rezim ini gk yakin bakal diproses kan memang maunya rakyat sengsara jdi klo ada pejabat yg jujur dan memihak rakyat rezim jdi kepanasan;['None'];
zikri_maulan;Di saat suara pemilihan rakyat dapat di tipu dan di buat buat oleh media dan antek antek rezimnya tapi di saat para massa aksi papua sudah merasa tidak nyaman lagi bersama Indonesia dan ketidak mampuan dan tidak kompeten nya pemerintah dalam mengurus hal tersebut media dan antek antek rezimnya lebih memilih diam karena hal tersebut tidak dapat di tipu dan di buat buat Bukannya kemaren suara orang papua memilih bapak jokowi belum juga menjabat presiden periode udah kagak di urusin para pendukungnya itu Hedeh;['None'];
rhizkybhule;Di serba mahal di zaman ini bukan nya maju Eh malah mengecawakan Klw xga becus jangan maksa jae kasian rakyat kecil;['None'];
aboeyendra;Di sesuaikan dengan jumlah utang negara yg menjadi beban rakyat;['None'];
fc279182017;Di sesuaikan dgn beban hutang kali;['None'];
subandonoady;Di sini saya merasa bingung;['None'];
sahril_akbar28;Di tempat saya panti pijet aman aman ajah mungkin aparatnya pura pura tidur apa;['None'];
ummiyasmi;Di tunggu video permintaan maaf nya;['None'];
kireichalista07;Dia bilang sngt mencintai israel dia g nyadar apa kalo semua orang diluar bangsa yahudi disebut goyyim dan boleh dibunuh;['None'];
yenny2262;Dia emang benar kok yg mimpin do a bukan RIJIK Tapi Habib Riziek Sihab habibana diemin aja biar banyak menabur dosa dan tidak akan dapat syafaat dr Nabi Muhammad;['None'];
dandanin_aja;Dia gak akan denger suara rakyat;['None'];
ansyarinusli;Dia itu laki anjing mau di ladeni anjing mana ngerti adab manusia dia kan hewan;['None'];
aldie_perdana;Dia mah begitu orangnya;['None'];
satjadipoera;Dia pribumi;['None'];
warawirikuliner;Dia punya ilmu yang membatu rakyat eeeee malah di anggap merugikan aduuuu selamat datang di negara antah lahhhhhh;['None'];
hengkysupit;Dia sendiri aja gak ngerti sama diomonginnya apalg kita Kaum bani jo___i mmng bodoh akut;['None'];
hadisofwan89;Dia sih santuy aj meskipun indonesia Dijajah lagi paling jawabnya itu bukan urusan saya tanyakan ke menteri pertahanan;['None'];
zizijalah;Dia sudah dilirik dunia;['None'];
sallahudin_;Dia udah terpilih loh tinggal nunggu di lantik ajaaa wkwkwkakak;['None'];
rizki_farrel;Dia udh di lindungin si jae jdi bebas mau ngpain aja jika si sipit di tangkap hbis lah si jae kna omelinin si aseng aseng;['None'];
toro_himawanbintoro;Dia yg anjing sebenarnya berani sama perempuannn;['None'];
bamzwidodo;Dia yg berbuat dia pula yg kecewa;['None'];
tomiakasah;Diantaranya Ada Cebong yg lg pada sekarat makan tu janji;['None'];
najiyahsol;Diatas ring lah kalo lu laki;['None'];
julian_isham;Dibawah jokowi kebal hukum pasti;['None'];
da_syam;Didikan cebong nih;['None'];
fendyarmansah;Die mah bisa nya pake helm doank;['None'];
adityonugroho74;Diemin aja dulu;['None'];
bamelldp;Dih kalo gue mah lsng bagi aja udah;['None'];
linnydharma;Diiih sebegitu amat yaa Menyedihkan yaah beginiah pemerintah kita yg pro rakyat;['None'];
dik_diiik;Dijamjn Halal;['None'];
abuandarsyah_89;Dikadalin tk tipu;['None'];
abdulloheges;Dikarenakan rakyatnya yg bodoh dengan iming iming mau aja giliran sudah terjadi baru ngeluh mikir dulu makanya Percuma kita demo dia aja gak anggap tinggal tunggu mati nya aja si mukudi insya Alloh saya gak meleset ni gak bakalan di terima di dunia akhirat lihat saja saat prmakamam Wallahu alam;['None'];
candrakirana1073;Dikasih makan anjing aja deh min;['None'];
puji_sutomoo;Dikasih musibah bukan berbenah diri sendiri tp menyalah nyalahin satu sama lain astagfirullah;['None'];
choiriyatiumi;Dikebiri;['None'];
aziz_win;Dikorupsi tu;['None'];
_rikamulyani_;Dilaporkan mba;['None'];
lucekyluke;Dimana bang;['None'];
yanti0272;Dimana masalah di selesaikan pak bukan di tambah;['None'];
andre_pradi02;Dinaikkin juta jg gpp Kan negara ini punya wiwi cs Rakyat cuma utk sapi perah Ini baru Indonesia Raya;['None'];
mayang5582;Diperpanjang piceknya th lg;['None'];
ubadbadruddin89;Dirikan bank prabowo sandi;['None'];
surya_naomy86;Dirobek mulutnya pake gergaji;['None'];
halimatussadiyah_77;Disana byk hutan bakal di tebas semua gitu Ekosistem di sana gimana apa kaga mikir yah Efek dari semuanya itu;['None'];
datan_nasution;Disave aahhh buat anak cucu kelak;['None'];
hamba9472;Disebut ustadz tp dakwah nya ga pake hadits disebut pelawak tp koq ga lucu;['None'];
syahlanugrosh3;Disesuaikan DENGAN GAYA HIDUP LO;['None'];
al.rijal;Disesuaikan dengan hutang;['None'];
aank_bejho_buangets;Disesuaikan dengan pemaksaan;['None'];
hambabelumbaik;Disesuaikan dengan utang negara toh;['None'];
srilorikalita;Disesuaikan dg kebutuhan kenaikan gaji pejabat BPJS begitu ya;['None'];
yulia.bintorocorp;Disesuaikan dg penderitaan rakyat biar makin susah;['None'];
ar_zatha;Disesuaikan dg selera pejabat yg banyak ngutang alasan buat bangun Buat beli mobil dinas mewah helooowww kalian hai pejabat kerja untuk rakyat bukan rakyat jd perasan buat isi kantong kalian Klo ga ikhlas kerja untuk rakyat mending kalian turun Masih banyak anak bangsa yg lbh berkompeten;['None'];
senna_feb;Disesuaikan nya dgn cara dinaikan atau dturunkan Jgn lg bodohin rakyat ya bpk BPJS;['None'];
zulfikarharahap8;Disesuaikan opo udah mundur wae;['None'];
ayesharaheelba;Disgusting man;['None'];
makmur.muhammad;Disinggung aja marah apa lagi langsung di hujat Tamat dah;['None'];
zain_097;Disinilah jelas terlihat siapa orang munafik;['None'];
alief_julio;Disinilah people power d uji;['None'];
eldiosjagara;Ditalak ente jae ditalak;['None'];
agam_rizki;Ditangkepin semua aja dah nih;['None'];
ariezsuliez;Diterima gak yaaa ato hrus nunggu berapa nyawa lgi hrus melayang;['None'];
mahdalena_queencake;Ditunggu kabar baikx;['None'];
annathea1708;Dlu pemerintah Orba bgtu ketatnya memerangi antek komunisme tp skrng sprtinya sdh tdk lagi;['None'];
btk_business;Dm atau wa;['None'];
rw.syam;Dm harga kaka;['None'];
rwinkeren;Dobol jaran;['None'];
zayka_d24;Doktor micin mo ngrusak akidah ama moral Perkuat iman n ibadah kita agar ga termakan omongan perusak moral macam doktor sampah;['None'];
muhammadpandjitauhid;Doktor sampah anak SD aja tau;['None'];
4nn1exb45;Dr logatnya dia asli china sono;['None'];
heendiisurya;Dua Duanya;['None'];
novaaalll;Dua priode jadi gub jakarta dulu;['None'];
irvankurniawan4614;Dua propinsi syuhada;['None'];
yayukindahsyah;Dua sejoli disama si nunung ygsuka nyinyir pd bpk prabowo;['None'];
srimulyonoherlambang;Duch pak mendagri S HRS tentang Pancasila Ente ga setara dibanding Beliau soal Pancasila;['None'];
gilang_sydn;Duh coba ketemunya ma cowok abis tuh si ta k;['None'];
bobydrg;Duh duh duh;['None'];
ulfahandi;Duh gubernur ngomong bahasa inggris nya fasih amat gak pake A E A E gak pake Text;['None'];
hanbinlover4;Duh hayang seuri jadina maling maliing kasian deh loh;['None'];
yasin_khairulazhar;Duh pak MASYALLAH N_Target;['aniesbaswedan'];
bandar_oshkosh_bandung;Duh penasaran siapa nih org Pgn gw bawain anjing trus gw suruh ngentot;['None'];
asepdenny5;Duh saudaraku jangan berbuat begitu kasian bpk prabowo biarlah walau pahit terasa kita terima meskipun saya juga pendukung prabowo nanti ada lagi yg nuduh macam;['None'];
pingkabo6;Duh yg muda yg kemunduran Mundur era pak harto masih bagus di banding sekarang Apapun bullyan tetang beliau Bagi q beliau msh yg terbaik Selama gw hidup di era beliau tak pernah dengar kesulitan makan Sayur mayur melimpah ladang msh luas n subur skrng jadi beton semua;['None'];
bagusydstr1996;Duhh ngeliat sipit begini kelakuan begitu tangan gatel gapapa deh kena denda ribu yg penting berdarah;['None'];
christian.kosasih;Dukun;['None'];
vittanara;Dukung pak N_Target;['aniesbaswedan'];
_aziz0404;Dukung x kau ya lukman untuk LGBT atau jgn kau termasuk orng yg sukak homo seksual terhadap sesama jenis;['None'];
dheesatriya75;Dulu ada orang yg pidato di ntt dan sekarang jadi orang nmr satu di sana pernah pidato menjelekan agama islam dan mau membunuh orang islam tapi ga pernah di proses hukum;['None'];
yasmin.aziz751;Dunggu;['None'];
arifah.saja;Dungu;['None'];
sihirhujan;Dungu tapi pintar menipu orang;['None'];
ahmad0809_gw;Dungu yaa dungu aja sampai kapanpun akan selalu dungu terpilih karena curang yaa begini;['None'];
iwansetiawan2012;Dungu yg di perlihatkan;['None'];
carbonad_hydrographic;Dunia aj yg lo cari ingat mati nek;['None'];
poppy.magdalena;Dunia oh dunia;['None'];
rezzadwioct;Dunia terbalik;['None'];
thecutetortoise;Dusta itu berdosa lho min;['None'];
ema.milea;Duuuh kasian bner nih anak sama istrinya bgni kelakuan lakinya;['None'];
helentrisnawati;Dy nya sbuk mindahin ibukota miris mmg presiden kita ini;['None'];
budialwimeysrais;EGp katanya Wong edan lah;['None'];
cebihunter;EMANG CUMAN ORG YG NGGA MAU BERPIKIR YG MENGANGGAP HAL YG TERJADI BELAKANGAN DI NEGARA KITA INI ADALAH SEBUAH HAL YG BIASA DAN KEBETULAN NANTI KALO NEGARA BENER SUDAH DLM KEADAAN GENTING BARU TERLAMBAT NYARI SOLUSI;['None'];
mamadzikriperwira;EMANG ENAK;['None'];
nahdhofanee;EMANG KAUM MATA SIPIT KEBANYAKAN OTAKNYA TU TOLOL UDAH KEK PIPA RUCIKA TOLOLNYA MENGALIR SAMPAI JAUH;['None'];
aulsyalwa;EMANG NGAPAAA Mangap v;['None'];
mohana_clearesta;ENDONESAH;['None'];
hermanto.10;Ea gtkah makanya biar rakyat yg memilki konstitusi klo g gmn mo legitimet;['None'];
rit2712;Eaaa turuuuunnnnn togoogg;['None'];
mutmutyamut;Edannn;['None'];
puspaendah175;Ediann;['None'];
adef9876;Eeee anu apa iya apa What;['None'];
malik.sutan;Eeeeeeee;['None'];
loliland70;Eeehh ini org KNPA SIAPA;['None'];
achmad_masyhudi;Eenes bego kok diborong;['None'];
tomy_agian;Eeww Cina;['None'];
chandrahs514;Egp bkn presiden sy kok;['None'];
faridd.anang;Eh Biasanya Bang Anies ngomongnya pake teks kok tumben divideo ini lancar ya Kok tumben enggak ngomong ai don ting abot ded;['None'];
bluekuni88;Eh Hasil pemilu jg tengah malem takut dimarahin hahahaha ah saya lupa konjd ngomongin doi Astagfirullah maaf ya pemirsa suka sewot;['None'];
ihsanjaya.76;Eh lupa prof mahmud md mana neh;['None'];
jubelpurba;Eh satu lagi pak alat manusia untuk menciptakan karya yg paling indah adalh ANIS eh PENIS maaf salah;['None'];
dino_boys;Eh togog bijimane iki;['None'];
hanifmulyaq;Ehh cina kok mulai berkeras min didiemin kok ngelunjak tolong urus donk pak joko;['None'];
uncledonnn;Ehhh prabowo masih kalah;['None'];
sesamaulida;Elah Biasa ge bukn urusan saya So soan lw mah jae Bloon juga lw;['None'];
sri.kustiati72;Emak emak jg bisa komentar cuma dugaan;['None'];
yhouliq;Emang anak dan adik harus makin kenceng dikasi taunya nih alhamdulillah bocah yg divideo pinterr amat Jelasin;['None'];
rahmansae25;Emang basic sekolah dia apa;['None'];
haysia81;Emang bener itu suara mereka Ga jelas mimik mulutnya;['None'];
sulaiman_sastrodihadjo;Emang berani muncul di sini Jelasken dong N_Target yg lantang;['gusmiftah'];
adhyodha;Emang bukan rijik tapi habib rizik kan wkwkkw;['None'];
naifla_ae;Emang curang;['None'];
cherylaginta58;Emang da tambah kurang ajar sisipit brengsek;['None'];
al.firdausy;Emang dia goblock;['None'];
ranggaekbang;Emang enak ga d aku;['None'];
zakki_zackaria;Emang enak ga diakuin rakyat;['None'];
bahrudin5935;Emang enak nggak dapat simpati dari rakyat;['None'];
dee_widdi354;Emang ga ada lagi kecurangan di Indonesia Untuk jd presiden hompimpah ajaa;['None'];
asihlite;Emang hizbutvtahris sdh berbuat jahat apa atas Indonesia Korupsi Membunuh jenderal tni Kok Islam phobi bgt sihh Ini Bendera tauhid bkn milik hti saja;['None'];
wahyumurwanto;Emang israel csan ama yesus;['None'];
simon.jr82;Emang kaga di cari mak;['None'];
akanghari;Emang kalau ada pertamini pertamina bakalan rugi kan pertamini belinya dari pertamina juga;['None'];
indonesia1700945;Emang kekuasaan loe ibaratkan barang makanya jd calon abadi wkwkwkwkwkw otak kebalik kampret dungu;['None'];
panji_sujatmiko;Emang kelakuan ibu senang sekali dgn yg impor ya pak sampe baja kebutuhan pokok sampai tenaga kerja mereka impor;['None'];
warsiyati_23;Emang kenapa alasanya;['None'];
rusdyvaszka;Emang kenapaa Oo oaa aaa a;['None'];
dennygiella07;Emang kenapaaaa Ngeliat congornya pengen banget ngebalokin tuh bacotnya;['None'];
deversonpetrus;Emang kenapaaaaaa wkwkwkwk ngakak;['None'];
dadangnurjaelani;Emang makin rusak ya;['None'];
rahmatalhuseini;Emang mba negeri Jan cuaak;['None'];
kyokomayazi;Emang melecehkan apa klo blh tau;['None'];
ddartanto;Emang penyakit ada yg khusus transgender Bisa keputihan Dapet Hamil Lahiran Dagelan;['None'];
danikuta91;Emang presiden indonesia siapa ya;['None'];
hasmiceyenni;Emang siapa yg lewat;['None'];
mamahnnung;Emang tanpa bantuan Dia kita g ada pp nya o besar;['None'];
dewipolive;Emang tujuan nya memperkaya swasta pihak swasta nta punya siapa nyaa ntar punya tiongkok lagi;['None'];
w40ne_daeng_ajja;Ember min;['None'];
zaraazzale;Emg harusnya bukan dia yg d lantik Hadeeehhhhh;['None'];
amirwaexx;Emg kerjanya ts apa ya;['None'];
antanaqueker;Emm;['None'];
andani.kurniawan;Emng belagu banget pengen gua tampol rasanya;['None'];
muffftiii_;Emng kenapa v N_Target;['hartawan27'];
lunckylee;Empot empotan dahh akhirnya;['None'];
pipitnofitriy;Enak banget klo denger gaya bahasa bng rocky ngomong;['None'];
bukanakunjasman;Enak bgt tuh napi disitu dapet kajian ilmu yg istemewa secara khusus Ngiri ana;['None'];
xwebe;Enak di karungin orng macam begini;['None'];
alief365;Enak na tanya Jokowi;['None'];
homemade_byna;Enak nya di kubur hidup;['None'];
riyan_satriawan;Enaknya di gebukkin tu;['None'];
dot.corn;Enaknya di tonjok;['None'];
jaywahdah;Enek lihatnya;['None'];
ballemohh;Engga tau malu vangsat udah curang dadah lagi;['None'];
bram_budibiru;Enjiing ngentoot emaang napaaaahhh Pengen gw sumpel mulutnya pake kulit durian;['None'];
afrindahayu_12;Entah pake acara apa lg biar bs lolos;['None'];
faisal.al.malik;Entahlah negri apa ini;['None'];
nafirafel;Entut;['None'];
arif_efendi77;Era sorotannya cma buat minta hujan atau minta uang ya;['None'];
hermanto.10;Era terkini memahami hukum alam itu kejam gees jadi jangan ajari rakyat menjadi pengadilan jalanan karna hukum konstitusi itu bau kentut baunya di ruangan tertutup tp di ruang publik hukum laen lagi ceritanya;['None'];
atokmarta12;Ernes plongooooo;['None'];
arif_himawan92;Ernest botak si psi rasa pki yg otaknya jongkok;['None'];
barunawanaris;Error efek sering lihat lampu yg kelap kelip;['None'];
septiadi.chepy;Ett dah parah Masa gak diakuin sie Kasian hahahahha;['None'];
nenenga_alfiah;FITNAH BARU;['None'];
heendiisurya;FPI;['None'];
arum.fatimah.96;FPI AJJ YG NYARI;['None'];
lenaria6;FPI akan selalu di hati;['None'];
ozbink;FPI min Mn ada banserep kyk gtu yg ada malah dangdut an ma jgain gereja tuh;['None'];
elangbiru737;FPI selalu dihati;['None'];
supriatna2506;FPI slalu di hati;['None'];
